witness,year,idx,id,raw_id,is_kalend,n_words,SCOT,SCOT_AMBIG,INSULAR,MIDLAND,MUNSTER,TERRITORY,IONA,sha1
AU,431,0,AU431.0,U431.0,1,14,0,0,0,0,0,0,0,7be0294c41a4
AU,431,1,AU431.1,U431.1,0,41,0,0,0,0,0,0,0,c01d5d58e290
AU,432,0,AU432.0,U432.0,1,17,0,0,0,0,0,0,0,0abb53348ee8
AU,432,1,AU432.1,U432.1,0,40,0,0,0,0,0,0,0,6ee3e7bc8df0
AU,432,2,AU432.2,U432.2,0,48,0,0,0,0,0,0,0,78f338c6c365
AU,433,0,AU433.0,U433.0,1,8,0,0,0,0,0,0,0,13a85d324307
AU,434,0,AU434.0,U434.0,1,14,0,0,0,0,0,0,0,42a65250bc81
AU,434,1,AU434.1,U434.1,0,11,0,0,1,0,0,0,0,061566ba4375
AU,435,0,AU435.0,U435.0,1,14,0,0,0,0,0,0,0,b49ed800a103
AU,435,1,AU435.1,U435.1,0,6,0,0,0,0,1,0,0,28a9cd1c3984
AU,435,2,AU435.2,U435.2,0,13,0,0,0,0,0,0,0,a4cf30d0a3f7
AU,436,0,AU436.0,U436.0,1,14,0,0,0,0,0,0,0,1d7369d76740
AU,436,1,AU436.1,U436.1,0,6,0,0,0,0,0,0,0,e69d8352429c
AU,436,2,AU436.2,U436.2,0,16,0,0,0,0,0,0,0,271d5ac3f4f7
AU,436,3,AU436.3,U436.3,0,8,0,0,0,0,0,0,0,26872b7ed563
AU,437,0,AU437.0,U437.0,1,16,0,0,0,0,0,0,0,96c90096bb00
AU,437,1,AU437.1,U437.1,0,3,0,0,0,0,0,0,0,c3cf9b15a339
AU,438,0,AU438.0,U438.0,1,14,0,0,0,0,0,0,0,c182796181f1
AU,438,1,AU438.1,U438.1,0,5,0,0,0,0,0,0,0,822c240ba3a0
AU,438,2,AU438.2,U438.2,0,14,0,0,0,0,0,0,0,f255129154af
AU,439,0,AU439.0,U439.0,1,14,0,0,0,0,0,0,0,2ca59118ad6c
AU,439,1,AU439.1,U439.1,0,14,0,0,0,0,0,0,0,2158ca5083c6
AU,439,2,AU439.2,U439.2,0,12,0,0,0,0,0,0,0,04a1a4c817b2
AU,440,0,AU440.0,U440.0,1,14,0,0,0,0,0,0,0,5a831d73b2e8
AU,440,1,AU440.1,U440.1,0,26,0,0,0,0,0,0,0,7bfe1ae619b9
AU,440,2,AU440.2,U440.2,0,11,0,0,0,0,0,0,0,43cf4b44cd14
AU,440,3,AU440.3,U440.3,0,27,0,0,0,0,0,0,0,6e6f1a082ca6
AU,441,0,AU441.0,U441.0,1,6,0,0,0,0,0,0,0,d8efe9a47af7
AU,441,1,AU441.1,U441.1,0,9,0,0,0,0,0,0,0,b785985d0550
AU,441,2,AU441.2,U441.2,0,8,0,0,0,0,0,0,0,cbe0e445a6b6
AU,442,0,AU442.0,U442.0,1,7,0,0,0,0,0,0,0,6d810a8ea8b5
AU,443,0,AU443.0,U443.0,1,6,0,0,0,0,0,0,0,0110e9465ef5
AU,443,1,AU443.1,U443.1,0,18,0,0,0,0,0,0,0,19e80d538d1b
AU,444,0,AU444.0,U444.0,1,6,0,0,0,0,0,0,0,68beb2b72e87
AU,444,1,AU444.1,U444.1,0,4,0,0,0,1,0,0,0,999180fa4778
AU,444,2,AU444.2,U444.2,0,17,0,0,0,0,0,0,0,d52fe9e93287
AU,445,0,AU445.0,U445.0,1,7,0,0,0,0,0,0,0,9a82912ad79b
AU,445,1,AU445.1,U445.1,0,40,1,0,0,0,0,0,1,c17a42b1508a
AU,446,0,AU446.0,U446.0,1,14,0,0,0,0,0,0,0,c9f499af31bf
AU,446,1,AU446.1,U446.1,0,19,0,1,0,0,0,0,0,fc73e645a533
AU,447,0,AU447.0,U447.0,1,14,0,0,0,0,0,0,0,8d7fc9f12c20
AU,447,1,AU447.1,U447.1,0,11,0,0,0,0,0,0,0,91649cef3973
AU,448,0,AU448.0,U448.0,1,6,0,0,0,0,0,0,0,de8692a7fb90
AU,448,1,AU448.1,U448.1,0,31,0,0,0,0,0,0,0,2baaa98a8798
AU,449,0,AU449.0,U449.0,1,6,0,0,0,0,0,0,0,2e01b7148c02
AU,449,1,AU449.1,U449.1,0,21,0,0,0,0,0,0,0,752354decc53
AU,449,2,AU449.2,U449.2,0,41,0,0,0,0,0,0,0,58bd67dfbb41
AU,450,0,AU450.0,U450.0,1,7,0,0,0,0,0,0,0,47ae6d2ed5e0
AU,451,0,AU451.0,U451.0,1,6,0,0,0,0,0,0,0,37ab77e4770c
AU,451,1,AU451.1,U451.1,0,11,0,0,0,0,0,0,0,eafcbafb4e65
AU,451,2,AU451.2,U451.2,0,42,0,0,0,0,0,0,0,193e92db9a0d
AU,452,0,AU452.0,U452.0,1,6,0,0,0,0,0,0,0,27a542d545d4
AU,452,1,AU452.1,U452.1,0,8,0,0,0,0,0,0,0,9a231005d1a8
AU,452,2,AU452.2,U452.2,0,6,0,0,0,0,1,0,0,3f2419d9f1e9
AU,452,3,AU452.3,U452.3,0,25,0,0,0,0,0,0,0,ac0a041f319a
AU,453,0,AU453.0,U453.0,1,14,0,0,0,0,0,0,0,31c2f71b94f0
AU,453,1,AU453.1,U453.1,0,11,0,0,0,0,1,0,0,a5ebe6f60d4d
AU,454,0,AU454.0,U454.0,1,14,0,0,0,0,0,0,0,3282e85cd4dd
AU,454,1,AU454.1,U454.1,0,10,0,0,0,1,0,0,0,8b2f735fae25
AU,455,0,AU455.0,U455.0,1,7,0,0,0,0,0,0,0,12024a81e5db
AU,455,1,AU455.1,U455.1,0,4,0,0,0,0,0,0,0,da68dd98e71c
AU,456,0,AU456.0,U456.0,1,14,0,0,0,0,0,0,0,97485b9a9ecc
AU,456,1,AU456.1,U456.1,0,15,0,0,0,0,0,0,0,69185b74d493
AU,456,2,AU456.2,U456.2,0,26,0,0,0,0,0,0,0,5f27294534c5
AU,457,0,AU457.0,U457.0,1,7,0,0,0,0,0,0,0,aa3f40b91c00
AU,457,1,AU457.1,U457.1,0,5,0,0,0,0,0,0,0,a16b5e12eaaf
AU,457,2,AU457.2,U457.2,0,9,0,0,0,0,0,0,0,91a026d0e331
AU,458,0,AU458.0,U458.0,1,14,0,0,0,0,0,0,0,bf64cad5ee79
AU,458,1,AU458.1,U458.1,0,38,0,0,0,0,1,0,0,118d2cb2c908
AU,459,0,AU459.0,U459.0,1,14,0,0,0,0,0,0,0,599d6f489dd7
AU,459,1,AU459.1,U459.1,0,3,0,0,0,0,0,0,0,e40ab94a817a
AU,459,2,AU459.2,U459.2,0,13,0,0,0,0,0,0,0,159c6bc3e195
AU,460,0,AU460.0,U460.0,1,13,0,0,0,0,0,0,0,13c0ad46e6d8
AU,460,1,AU460.1,U460.1,0,25,0,0,0,0,0,0,0,d2f08b6e051e
AU,461,1,AU461.1,U461.1,0,14,0,0,0,0,0,0,0,78737c92e63d
AU,461,1,AU461.1,U461.1,0,18,0,0,0,0,0,0,0,4b021b3ad5bd
AU,461,2,AU461.2,U461.2,0,7,0,0,0,0,0,0,0,751909c993df
AU,461,3,AU461.3,U461.3,0,18,0,0,0,1,0,0,0,a7010723a449
AU,461,4,AU461.4,U461.4,0,18,0,0,0,0,1,0,0,bf0954f0f6e1
AU,462,0,AU462.0,U462.0,1,14,0,0,0,0,0,0,0,09c40cca1b37
AU,462,1,AU462.1,U462.1,0,40,0,0,0,0,1,0,0,1ba0e1b64b10
AU,463,0,AU463.0,U463.0,1,14,0,0,0,0,0,0,0,2fb18385690c
AU,463,1,AU463.1,U463.1,0,11,1,0,0,0,0,0,1,04f90f4d50ba
AU,464,0,AU464.0,U464.0,1,14,0,0,0,0,0,0,0,df37e6e79d67
AU,464,1,AU464.1,U464.1,0,10,0,0,0,0,1,0,0,ea2d6ee6bd91
AU,464,2,AU464.2,U464.2,0,5,0,0,1,0,0,0,0,3ab10977cbf9
AU,465,0,AU465.0,U465.0,1,12,0,0,0,0,0,0,0,ec7b00174fd9
AU,465,1,AU465.1,U465.1,0,34,0,0,0,0,0,0,0,596e05e83069
AU,465,2,AU465.2,U465.2,0,5,0,0,0,0,0,0,0,c835cbbd5d97
AU,466,0,AU466.0,U466.0,1,12,0,0,0,0,0,0,0,0c1b8a901821
AU,466,1,AU466.1,U466.1,0,7,0,0,0,0,0,0,0,8993b88ed2f1
AU,466,2,AU466.2,U466.2,0,4,0,0,0,0,0,0,0,7b82350eadf7
AU,467,0,AU467.0,U467.0,1,12,0,0,0,0,0,0,0,811beb396149
AU,467,1,AU467.1,U467.1,0,7,0,0,0,0,0,0,0,56ff7ade8d6c
AU,467,2,AU467.2,U467.2,0,28,0,0,0,1,0,0,0,ecb8c4b9c2f7
AU,467,3,AU467.3,U467.3,0,19,0,0,0,0,0,0,0,fc8884921c74
AU,468,0,AU468.0,U468.0,1,12,0,0,0,0,0,0,0,243b3f5f539d
AU,468,1,AU468.1,U468.1,0,3,0,0,0,0,0,0,0,b1208bae0354
AU,468,2,AU468.2,U468.2,0,19,0,0,0,0,0,0,0,193e75cc8f54
AU,469,0,AU469.0,U469.0,1,12,0,0,0,0,0,0,0,2bdf3cc3bb33
AU,469,1,AU469.1,U469.1,0,14,0,0,0,1,0,0,0,1690c960729c
AU,470,0,AU470.0,U470.0,1,12,0,0,0,0,0,0,0,7bf77ee5b4f2
AU,470,1,AU470.1,U470.1,0,11,0,0,0,1,0,0,0,76e438f2e985
AU,471,0,AU471.0,U471.0,1,12,0,0,0,0,0,0,0,b9039cc39d8a
AU,471,1,AU471.1,U471.1,0,29,0,0,1,0,0,0,0,029d41242fab
AU,472,0,AU472.0,U472.0,1,7,0,0,0,0,0,0,0,efe156ea355e
AU,473,0,AU473.0,U473.0,1,7,0,0,0,0,0,0,0,a12959dd6688
AU,473,1,AU473.1,U473.1,0,50,0,0,0,0,0,0,0,0ae5376ee128
AU,473,2,AU473.2,U473.2,0,10,0,0,1,0,0,0,0,576c88a1e5c1
AU,473,3,AU473.3,U473.3,0,12,0,0,0,0,1,0,0,104738a2d8d4
AU,474,0,AU474.0,U474.0,1,10,0,0,0,0,0,0,0,0ad82d959df7
AU,474,1,AU474.1,U474.1,0,12,0,0,0,0,1,0,0,f17a6cee4523
AU,475,0,AU475.0,U475.0,1,14,0,0,0,0,0,0,0,2cd679de5a55
AU,475,1,AU475.1,U475.1,0,24,0,0,0,0,1,0,0,c64b4b20af98
AU,476,0,AU476.0,U476.0,1,14,0,0,0,0,0,0,0,e7f2369afe18
AU,476,1,AU476.1,U476.1,0,12,0,0,0,0,1,0,0,ff5bbaeed102
AU,477,0,AU477.0,U477.0,1,7,0,0,0,0,0,0,0,6a039eb44a33
AU,477,1,AU477.1,U477.1,0,9,0,0,0,0,0,0,0,c7e4ae29ad9e
AU,478,0,AU478.0,U478.0,1,7,0,0,0,0,0,0,0,860176909ac0
AU,478,1,AU478.1,U478.1,0,5,0,0,0,0,0,0,0,0bcf41d10680
AU,479,0,AU479.0,U479.0,1,10,0,0,0,0,0,0,0,c79239c5886f
AU,480,0,AU480.0,U480.0,1,7,0,0,0,0,0,0,0,7144d01441ec
AU,480,1,AU480.1,U480.1,0,8,0,0,0,0,0,0,0,5d64d20b2868
AU,481,0,AU481.0,U481.0,1,14,0,0,0,0,0,0,0,62e854cc7c99
AU,481,1,AU481.1,U481.1,0,11,0,0,0,1,0,0,0,cdd3cde5507c
AU,481,2,AU481.2,U481.2,0,15,0,0,0,0,0,0,0,563b399cc1d8
AU,481,3,AU481.3,U481.3,0,32,0,0,0,0,0,0,0,3dd614fea395
AU,482,0,AU482.0,U482.0,1,6,0,0,0,0,0,0,0,0a4b14c180f2
AU,482,1,AU482.1,U482.1,0,21,0,0,0,0,0,0,0,8a712431056b
AU,482,2,AU482.2,U482.2,0,22,0,0,0,0,0,0,0,a69ba6eb0714
AU,483,0,AU483.0,U483.0,1,7,0,0,0,0,0,0,0,31c0b6b181ee
AU,483,1,AU483.1,U483.1,0,24,0,0,0,0,1,0,0,3ca82286345c
AU,483,2,AU483.2,U483.2,0,35,0,0,0,0,0,0,0,27e25a7112d1
AU,484,0,AU484.0,U484.0,1,10,0,0,0,0,0,0,0,7f54e9bdfe7e
AU,484,1,AU484.1,U484.1,0,11,0,0,0,0,0,0,0,0cd781b05c23
AU,485,0,AU485.0,U485.0,1,9,0,0,0,0,0,0,0,532ddc8aee7b
AU,485,1,AU485.1,U485.1,0,23,0,0,0,0,0,0,0,aba696f6fe1d
AU,485,2,AU485.2,U485.2,0,9,0,0,0,0,0,0,0,63f3c872ccef
AU,486,0,AU486.0,U486.0,1,12,0,0,0,0,0,0,0,39bb566e3945
AU,486,1,AU486.1,U486.1,0,16,0,0,0,0,0,0,0,7e36566371a7
AU,487,0,AU487.0,U487.0,1,14,0,0,0,0,0,0,0,c3a3036e0e54
AU,487,1,AU487.1,U487.1,0,8,0,0,0,0,0,0,0,ac709bc4756c
AU,489,0,AU489.0,U489.0,1,14,0,0,0,0,0,0,0,b8b3732f4eaf
AU,489,1,AU489.1,U489.1,0,11,0,0,0,0,0,0,0,dda531c77cf2
AU,490,0,AU490.0,U490.0,1,14,0,0,0,0,0,0,0,114c0586f69c
AU,490,1,AU490.1,U490.1,0,5,0,0,0,0,0,0,0,914bb49de1f1
AU,490,2,AU490.2,U490.2,0,25,0,0,0,0,1,0,0,7771cb543e41
AU,491,0,AU491.0,U491.0,1,14,0,0,0,0,0,0,0,78189cb9a7fd
AU,491,1,AU491.1,U491.1,0,47,0,0,0,0,0,0,0,e53f23050175
AU,491,2,AU491.2,U491.2,0,4,0,0,0,0,0,0,0,d7235773d762
AU,491,3,AU491.3,U491.3,0,21,0,0,0,0,1,0,0,536283b13195
AU,492,0,AU492.0,U492.0,1,14,0,0,0,0,0,0,0,8ec389d942be
AU,492,1,AU492.1,U492.1,0,76,0,0,0,0,0,0,0,356d5269894a
AU,493,0,AU493.0,U493.0,1,14,0,0,0,0,0,0,0,2e0989a43f21
AU,493,1,AU493.1,U493.1,0,4,0,0,0,0,0,0,0,d997b781ebd3
AU,493,2,AU493.2,U493.2,0,13,0,0,0,0,0,0,0,0d73a5599618
AU,493,3,AU493.3,U493.3,0,5,0,0,0,0,0,0,0,8f149977e822
AU,493,4,AU493.4,U493.4,0,39,0,0,0,0,0,0,0,78657359e612
AU,493,5,AU493.5,U493.5,0,37,0,0,0,0,0,0,0,80a2f3ecaab4
AU,494,0,AU494.0,U494.0,1,12,0,0,0,0,0,0,0,3dabedd1c921
AU,494,1,AU494.1,U494.1,0,13,0,0,0,1,1,0,0,02aed9e9f45f
AU,495,0,AU495.0,U495.0,1,12,0,0,0,0,0,0,0,a7f89ee4ca13
AU,495,1,AU495.1,U495.1,0,48,0,0,0,0,1,0,0,ca2903216b0b
AU,496,0,AU496.0,U496.0,1,12,0,0,0,0,0,0,0,ac19bc33c3ab
AU,496,1,AU496.1,U496.1,0,7,0,0,0,0,0,0,0,9f6f5a68482b
AU,496,2,AU496.2,U496.2,0,7,0,0,0,1,0,0,0,107a096d1a03
AU,496,3,AU496.3,U496.3,0,5,0,0,0,0,0,0,0,b7ef538a71d8
AU,496,4,AU496.4,U496.4,0,6,0,0,0,1,0,0,0,d7ed9d2727c3
AU,497,0,AU497.0,U497.0,1,12,0,0,0,0,0,0,0,d450a29b5839
AU,497,1,AU497.1,U497.1,0,13,0,0,0,0,0,0,0,d740a4758c8c
AU,497,2,AU497.2,U497.2,0,4,0,0,0,0,0,0,0,d53804fb99af
AU,497,3,AU497.3,U497.3,0,10,0,0,0,1,0,0,0,14e7dbe4b267
AU,497,4,AU497.4,U497.4,0,24,0,0,0,0,1,0,0,2f239b0f2a76
AU,498,0,AU498.0,U498.0,1,12,0,0,0,0,0,0,0,e6ac5220adab
AU,498,1,AU498.1,U498.1,0,5,0,0,0,0,0,0,0,b7ef538a71d8
AU,498,2,AU498.2,U498.2,0,20,0,0,0,0,1,0,0,62c87e7c1f8e
AU,498,3,AU498.3,U498.3,0,10,0,0,0,0,0,0,0,f97c871eb696
AU,498,4,AU498.4,U498.4,0,12,0,0,0,1,0,0,0,3204a6116d3f
AU,499,0,AU499.0,U499.0,1,12,0,0,0,0,0,0,0,d6de5a2fc510
AU,499,1,AU499.1,U499.1,0,13,0,0,0,0,0,0,0,495afa14c1f8
AU,499,2,AU499.2,U499.2,0,8,0,0,0,0,0,0,0,1ab750ee56a1
AU,499,3,AU499.3,U499.3,0,16,0,0,0,1,1,0,0,7bd255e9cf7b
AU,499,4,AU499.4,U499.4,0,9,0,0,0,0,0,0,0,b40c3888a639
AU,500,0,AU500.0,U500.0,1,12,0,0,0,0,0,0,0,4c41aac2cfb8
AU,500,1,AU500.1,U500.1,0,2,0,0,0,0,0,0,0,681dc4ce277b
AU,500,2,AU500.2,U500.2,0,12,0,0,0,0,0,0,0,595c1d594317
AU,501,0,AU501.0,U501.0,1,12,0,0,0,0,0,0,0,e9a24de3f6b9
AU,501,1,AU501.1,U501.1,0,17,0,0,0,0,0,0,0,2db7e16c0833
AU,501,2,AU501.2,U501.2,0,21,0,0,0,0,0,0,0,21e9cb04041c
AU,501,3,AU501.3,U501.3,0,14,0,0,0,0,1,0,0,12e15aa7f900
AU,502,0,AU502.0,U502.0,1,14,0,0,0,0,0,0,0,998ee90790e7
AU,502,1,AU502.1,U502.1,0,21,0,0,0,0,0,0,0,40b6dd933194
AU,503,0,AU503.0,U503.0,1,12,0,0,0,0,0,0,0,f0b97b4c8bfe
AU,503,1,AU503.1,U503.1,0,13,0,0,0,0,1,0,0,60f405852a81
AU,504,0,AU504.0,U504.0,1,11,0,0,0,0,0,0,0,1c6e2c4d1cf9
AU,504,1,AU504.1,U504.1,0,8,0,0,0,1,0,0,0,d24830522e1a
AU,504,2,AU504.2,U504.2,0,7,0,1,0,0,0,0,0,f85e32f02b95
AU,504,3,AU504.3,U504.3,0,7,0,0,0,0,0,0,0,4bd5ce6a4871
AU,505,0,AU505.0,U505.0,1,7,0,0,0,0,0,0,0,486a7e3e9312
AU,505,1,AU505.1,U505.1,0,6,0,0,0,0,0,0,0,bd6ef126f68f
AU,506,0,AU506.0,U506.0,1,7,0,0,0,0,0,0,0,4bd3c106f18c
AU,506,1,AU506.1,U506.1,0,7,0,0,0,0,0,0,0,76b2c30d3dd8
AU,507,0,AU507.0,U507.0,1,7,0,0,0,0,0,0,0,de7747893e10
AU,507,1,AU507.1,U507.1,0,29,0,0,0,0,0,0,0,95fec88e209a
AU,507,2,AU507.2,U507.2,0,7,0,0,0,0,0,0,0,848f1aa13694
AU,508,0,AU508.0,U508.0,1,6,0,0,0,0,0,0,0,14fc66c50579
AU,508,1,AU508.1,U508.1,0,14,0,0,0,0,0,0,0,0498a6894d44
AU,509,0,AU509.0,U509.0,1,7,0,0,0,0,0,0,0,05c062d7953b
AU,510,0,AU510.0,U510.0,1,12,0,0,0,0,0,0,0,f013d78cd9d4
AU,510,1,AU510.1,U510.1,0,14,0,0,0,0,0,0,0,7b5c27c8ee66
AU,511,0,AU511.0,U511.0,1,12,0,0,0,0,0,0,0,6f0de758bd7c
AU,511,1,AU511.1,U511.1,0,9,0,0,0,0,0,0,0,f74fdde32253
AU,512,0,AU512.0,U512.0,1,12,0,0,0,0,0,0,0,1fcecb91881d
AU,512,1,AU512.1,U512.1,0,4,0,0,0,0,0,0,0,49278797fac5
AU,512,2,AU512.2,U512.2,0,7,0,0,0,0,0,0,0,33e65820c032
AU,512,3,AU512.3,U512.3,0,8,0,0,0,0,0,0,0,398619e6f326
AU,512,4,AU512.4,U512.4,0,16,0,0,0,0,0,0,0,15e6547746e6
AU,513,0,AU513.0,U513.0,1,12,0,0,0,0,0,0,0,82543c2ee68f
AU,513,1,AU513.1,U513.1,0,6,0,0,0,0,0,0,0,e7388b0dd6e5
AU,513,2,AU513.2,U513.2,0,9,0,0,0,1,0,0,0,dd7aee3e162e
AU,513,3,AU513.3,U513.3,0,6,0,0,0,0,0,0,0,2e2c9970380a
AU,514,0,AU514.0,U514.0,1,12,0,0,0,0,0,0,0,a10ab19374f8
AU,514,1,AU514.1,U514.1,0,29,0,0,0,0,0,0,0,8859a60d8526
AU,514,2,AU514.2,U514.2,0,8,0,0,0,0,0,0,0,250d1401bbe2
AU,515,0,AU515.0,U515.0,1,8,0,0,0,0,0,0,0,852157b8a432
AU,515,1,AU515.1,U515.1,0,13,0,0,0,0,0,0,0,84abe267e948
AU,516,0,AU516.0,U516.0,1,8,0,0,0,0,0,0,0,bfe6f22f5f06
AU,516,1,AU516.1,U516.1,0,76,0,0,0,1,1,0,0,ee6a74b62c3b
AU,516,2,AU516.2,U516.2,0,6,0,0,0,0,0,0,0,0dc815966c3d
AU,517,0,AU517.0,U517.0,1,12,0,0,0,0,0,0,0,ab7c1f8c9167
AU,517,1,AU517.1,U517.1,0,18,0,0,0,0,0,0,0,88bb6369b381
AU,517,2,AU517.2,U517.2,0,12,0,0,0,0,0,0,0,29d5fd8b9120
AU,517,3,AU517.3,U517.3,0,51,0,0,0,1,1,0,0,abf13f5a1404
AU,518,0,AU518.0,U518.0,1,12,0,0,0,0,0,0,0,c6e88f32c2b5
AU,518,1,AU518.1,U518.1,0,21,0,0,0,0,0,0,0,9cef0e2c7427
AU,519,0,AU519.0,U519.0,1,12,0,0,0,0,0,0,0,d57693941935
AU,519,1,AU519.1,U519.1,0,16,0,0,0,0,0,0,0,42e1778afdf2
AU,519,2,AU519.2,U519.2,0,9,0,0,0,0,0,0,0,10a378149b22
AU,520,0,AU520.0,U520.0,1,12,0,0,0,0,0,0,0,863e410f1324
AU,520,1,AU520.1,U520.1,0,6,0,0,0,1,0,0,0,ee5dd24cdec4
AU,520,2,AU520.2,U520.2,0,30,0,0,0,0,0,0,0,a2738bd50e60
AU,520,3,AU520.3,U520.3,0,9,0,0,0,0,0,0,0,e213d973e0e2
AU,521,0,AU521.0,U521.0,1,12,0,0,0,0,0,0,0,3b424e145f12
AU,521,1,AU521.1,U521.1,0,11,0,0,0,0,0,0,0,9a62e30a1d8a
AU,522,0,AU522.0,U522.0,1,11,0,0,0,0,0,0,0,ceb3a4cbee6f
AU,523,0,AU523.0,U523.0,1,11,0,0,0,0,0,0,0,c5d7a8da6652
AU,523,1,AU523.1,U523.1,0,22,0,0,0,0,0,0,0,6b70c29e5a64
AU,523,2,AU523.2,U523.2,0,5,0,0,0,0,0,0,0,a2be8cfea9bc
AU,523,3,AU523.3,U523.3,0,4,0,0,0,0,0,0,0,8269e80b4369
AU,524,0,AU524.0,U524.0,1,15,0,0,0,0,0,0,0,97c1dc197fbf
AU,524,1,AU524.1,U524.1,0,15,0,0,0,0,0,0,0,ae788cb9d6f9
AU,524,2,AU524.2,U524.2,0,11,0,0,0,0,0,0,0,8834fd910577
AU,525,0,AU525.0,U525.0,1,8,0,0,0,0,0,0,0,caf047e68402
AU,525,1,AU525.1,U525.1,0,66,0,0,0,0,0,0,0,f93b4a6ffac6
AU,526,0,AU526.0,U526.0,1,8,0,0,0,0,0,0,0,7fdb4ab25712
AU,526,1,AU526.1,U526.1,0,13,0,0,0,0,0,0,0,ea14cd1d85b8
AU,526,2,AU526.2,U526.2,0,10,0,0,0,1,0,0,0,9db36dd477c6
AU,527,0,AU527.0,U527.0,1,8,0,0,0,0,0,0,0,b3619f79950f
AU,527,1,AU527.1,U527.1,0,6,0,0,0,0,0,0,0,f8b374639f92
AU,527,2,AU527.2,U527.2,0,14,0,0,0,0,0,0,0,1c77c200be28
AU,527,3,AU527.3,U527.3,0,60,0,0,0,0,0,0,0,dde1062700bb
AU,527,4,AU527.4,U527.4,0,4,0,0,0,0,0,0,0,09b7da6c7e65
AU,528,0,AU528.0,U528.0,1,12,0,0,0,0,0,0,0,3cd4ec82e438
AU,528,1,AU528.1,U528.1,0,45,0,0,0,0,0,0,0,1a81c7f9fc4b
AU,528,2,AU528.2,U528.2,0,20,0,0,0,0,1,0,0,6fdae4a03f8b
AU,528,3,AU528.3,U528.3,0,14,0,0,0,0,0,0,0,a31cd31abec4
AU,529,0,AU529.0,U529.0,1,12,0,0,0,0,0,0,0,9a82b3800a83
AU,529,1,AU529.1,U529.1,0,4,0,0,0,0,0,0,0,f89891b5dfe6
AU,529,2,AU529.2,U529.2,0,5,0,0,0,0,0,0,0,13d2487dd2dc
AU,530,0,AU530.0,U530.0,1,8,0,0,0,0,0,0,0,3e08726705f7
AU,531,0,AU531.0,U531.0,1,8,0,0,0,0,0,0,0,9daa7a219368
AU,531,1,AU531.1,U531.1,0,26,0,0,0,0,0,0,0,cedc959e187b
AU,532,0,AU532.0,U532.0,1,12,0,0,0,0,0,0,0,7f67cd63cbb7
AU,532,1,AU532.1,U532.1,0,25,0,0,0,0,0,0,0,5c6f71f0dff9
AU,533,0,AU533.0,U533.0,1,12,0,0,0,0,0,0,0,67c4f2998f3a
AU,533,1,AU533.1,U533.1,0,10,0,0,0,0,0,0,0,7bc6464185b6
AU,533,2,AU533.2,U533.2,0,11,0,0,0,0,0,0,0,9f724e36a047
AU,533,3,AU533.3,U533.3,0,47,0,0,0,0,1,0,0,ff337c60e074
AU,533,4,AU533.4,U533.4,0,10,0,0,0,0,0,0,0,c21039f62f21
AU,534,0,AU534.0,U534.0,1,10,0,0,0,0,0,0,0,5c2d20d9cdbb
AU,534,1,AU534.1,U534.1,0,31,0,0,0,0,0,0,0,37eacd02e0e1
AU,534,2,AU534.2,U534.2,0,6,0,0,0,0,1,0,0,8eaca2974af5
AU,534,3,AU534.3,U534.3,0,21,0,0,0,0,0,0,0,aa683c03240c
AU,535,0,AU535.0,U535.0,1,12,0,0,0,0,0,0,0,b89d0ce64527
AU,535,1,AU535.1,U535.1,0,37,0,0,0,0,0,0,0,a34a44650944
AU,535,2,AU535.2,U535.2,0,27,0,0,0,0,0,0,0,12d723d160c2
AU,535,3,AU535.3,U535.3,0,15,0,0,0,0,1,0,0,80f7952e5185
AU,536,0,AU536.0,U536.0,1,11,0,0,0,0,0,0,0,a4b3f6823c4a
AU,536,1,AU536.1,U536.1,0,7,0,0,0,0,0,0,0,43d2e17a84d0
AU,536,2,AU536.2,U536.2,0,33,0,0,0,0,0,0,0,7018c7bbc493
AU,536,3,AU536.3,U536.3,0,3,0,0,0,0,0,0,0,8be116815a91
AU,536,4,AU536.4,U536.4,0,13,0,0,0,1,0,0,0,e54b7403b23a
AU,536,5,AU536.5,U536.5,0,11,0,0,0,0,0,0,0,60b630ac67d2
AU,537,0,AU537.0,U537.0,1,12,0,0,0,0,0,0,0,7a1f10f6a5b5
AU,537,1,AU537.1,U537.1,0,5,0,0,0,0,0,0,0,58260e492231
AU,537,2,AU537.2,U537.2,0,5,0,0,0,0,0,0,0,00004816e114
AU,537,3,AU537.3,U537.3,0,11,0,0,0,0,0,0,0,bcb6cf84f090
AU,538,0,AU538.0,U538.0,1,6,0,0,0,0,0,0,0,1b53bea2438d
AU,538,1,AU538.1,U538.1,0,60,0,0,0,0,0,0,0,75d09ed7191e
AU,538,2,AU538.2,U538.2,0,11,0,0,0,0,0,0,0,66abf3b21547
AU,538,3,AU538.3,U538.3,0,13,0,0,0,0,0,0,0,c87a76b31e41
AU,539,0,AU539.0,U539.0,1,6,0,0,0,0,0,0,0,d556c77f1c34
AU,539,1,AU539.1,U539.1,0,3,0,0,0,0,0,0,0,8be116815a91
AU,539,2,AU539.2,U539.2,0,22,0,0,0,0,0,0,0,808041116950
AU,539,3,AU539.3,U539.3,0,17,0,0,0,0,0,0,0,9d33d7fc3f80
AU,540,0,AU540.0,U540.0,1,6,0,0,0,0,0,0,0,4b07eea958c3
AU,540,1,AU540.1,U540.1,0,3,0,0,0,0,0,0,0,24de2827b1eb
AU,540,2,AU540.2,U540.2,0,32,0,0,0,0,0,0,0,61ab93415324
