jd_tt,year,month,day,date_julian_cal,weekday,kind,umbral_mag,penumbral_mag,beta_deg,delta_t_s,umbral_duration_h,irish_site,moon_alt_deg,frac_umbral_visible,visible_from_ireland
1937526.15729,592,8,28,0592-08-28,4,partial umbral,0.6111,1.6364,0.6626,4725.0,2.74,,-90.0,0.0,False
1937702.89983,593,2,21,0593-02-21,6,total,1.8224,2.8521,0.0211,4716.0,3.68,Clonmacnoise,9.6,0.16,True
1937880.45984,593,8,17,0593-08-17,1,total,1.7327,2.8105,0.053,4716.0,3.86,Clonmacnoise,22.6,0.8,True
1938057.46952,594,2,10,0594-02-10,3,partial umbral,0.5641,1.5527,0.7306,4707.0,2.53,Clonmacnoise,44.2,1.0,True
1938234.50663,594,8,7,0594-08-07,6,partial umbral,0.3398,1.4393,0.7291,4707.0,2.29,Clonmacnoise,20.2,1.0,True
1938382.69127,595,1,2,0595-01-02,0,penumbral,-0.5043,0.508,1.2963,4698.0,0.0,,,0.0,False
1938412.1395,595,1,31,0595-01-31,1,penumbral,-0.6594,0.3297,1.4115,4698.0,0.0,,,0.0,False
1938559.04713,595,6,27,0595-06-27,1,penumbral,-0.3926,0.647,1.158,4698.0,0.0,,,0.0,False
1938588.56439,595,7,27,0595-07-27,3,penumbral,-0.9523,0.1187,1.4022,4698.0,0.0,,,0.0,False
1938737.1375,595,12,22,0595-12-22,4,partial umbral,0.6374,1.7065,0.6235,4698.0,2.84,,-90.0,0.0,False
1938913.52961,596,6,16,0596-06-16,6,total,1.1289,2.1139,0.4101,4688.0,3.32,Clonmacnoise,11.9,0.96,True
1939091.27746,596,12,10,0596-12-10,1,total,1.7688,2.8886,0.0241,4688.0,3.91,Iona,25.4,0.68,True
1939268.21583,597,6,5,0597-06-05,3,total,1.2763,2.2353,0.3461,4679.0,3.35,,-90.0,0.0,False
1939445.23574,597,11,29,0597-11-29,5,partial umbral,0.5241,1.6485,0.6354,4679.0,2.76,Iona,12.0,0.36,True
1939593.57328,598,4,27,0598-04-27,0,penumbral,-0.8472,0.1578,1.4539,4670.0,0.0,,,0.0,False
1939622.91872,598,5,26,0598-05-26,1,penumbral,-0.11,0.8677,1.0929,4670.0,0.0,,,0.0,False
1939769.73074,598,10,20,0598-10-20,1,penumbral,-0.8923,0.1497,1.4508,4670.0,0.0,,,0.0,False
1939799.32985,598,11,18,0598-11-18,2,penumbral,-0.6339,0.4449,1.2665,4670.0,0.0,,,0.0,False
1939947.95261,599,4,16,0599-04-16,4,partial umbral,0.3996,1.463,0.7316,4661.0,2.39,,-90.0,0.0,False
1940124.27447,599,10,9,0599-10-09,5,partial umbral,0.4928,1.4851,0.7673,4661.0,2.4,Iona,7.8,0.12,True
1940302.04052,600,4,4,0600-04-04,1,total,1.7392,2.8393,0.0432,4652.0,3.94,,-90.0,0.0,False
1940478.94561,600,9,28,0600-09-28,3,total,1.7589,2.7424,0.0702,4652.0,3.53,,-90.0,0.0,False
1940656.06202,601,3,24,0601-03-24,5,partial umbral,0.5748,1.6619,0.6268,4642.0,2.83,,-90.0,0.0,False
1940833.54927,601,9,18,0601-09-18,1,partial umbral,0.669,1.6874,0.6419,4642.0,2.8,Clonmacnoise,34.4,1.0,True
1940980.82989,602,2,12,0602-02-12,1,penumbral,-0.5957,0.4209,1.3276,4633.0,0.0,,,0.0,False
1941010.30857,602,3,13,0602-03-13,2,penumbral,-0.6637,0.3734,1.3205,4633.0,0.0,,,0.0,False
1941158.29865,602,8,8,0602-08-08,3,penumbral,-0.7535,0.3334,1.2832,4633.0,0.0,,,0.0,False
1941187.91033,602,9,7,0602-09-07,5,penumbral,-0.7992,0.2734,1.338,4633.0,0.0,,,0.0,False
1941335.44356,603,2,1,0603-02-01,5,partial umbral,0.7408,1.7262,0.6372,4624.0,2.81,Clonmacnoise,44.3,1.0,True
1941512.31794,603,7,28,0603-07-28,0,partial umbral,0.5719,1.6667,0.6179,4624.0,2.86,,-90.0,0.0,False
1941690.10309,604,1,22,0604-01-22,3,total,1.7811,2.7807,0.0529,4615.0,3.56,,-90.0,0.0,False
1941866.4363,604,7,16,0604-07-16,4,total,1.6872,2.7418,0.0827,4615.0,3.81,Clonmacnoise,12.1,0.4,True
1942044.61393,605,1,11,0605-01-11,1,partial umbral,0.4326,1.4846,0.7438,4606.0,2.39,Clonmacnoise,58.6,1.0,True
1942220.85189,605,7,6,0605-07-06,2,partial umbral,0.337,1.3341,0.8279,4606.0,2.09,,-90.0,0.0,False
1942369.04809,605,12,1,0605-12-01,3,penumbral,-0.9571,0.1698,1.3607,4606.0,0.0,,,0.0,False
1942398.82967,605,12,31,0605-12-31,5,penumbral,-0.9687,0.1405,1.3906,4606.0,0.0,,,0.0,False
1942546.23447,606,5,27,0606-05-27,5,partial umbral,0.1471,1.1071,0.9746,4597.0,1.37,,-90.0,0.0,False
1942575.5074,606,6,26,0606-06-26,0,penumbral,-0.9091,0.0526,1.5604,4597.0,0.0,,,0.0,False
1942723.0132,606,11,20,0606-11-20,0,partial umbral,0.2867,1.4015,0.7606,4597.0,2.1,,-90.0,0.0,False
1942900.90696,607,5,17,0607-05-17,3,total,1.4659,2.4568,0.2245,4588.0,3.55,,-90.0,0.0,False
1943077.19108,607,11,9,0607-11-09,4,total,1.6424,2.7026,0.1066,4588.0,3.71,Iona,5.2,0.04,True
1943255.35709,608,5,5,0608-05-05,0,partial umbral,0.8226,1.8699,0.5276,4578.0,3.16,Clonmacnoise,4.2,0.04,True
1943431.67169,608,10,29,0608-10-29,2,partial umbral,0.8103,1.8153,0.5836,4578.0,2.95,Clonmacnoise,48.5,1.0,True
1943579.84458,609,3,26,0609-03-26,3,penumbral,-0.9878,0.1159,1.3789,4569.0,0.0,,,0.0,False
1943609.50562,609,4,25,0609-04-25,5,penumbral,-0.6572,0.4342,1.2247,4569.0,0.0,,,0.0,False
1943756.92324,609,9,19,0609-09-19,5,penumbral,-0.6728,0.3151,1.4113,4569.0,0.0,,,0.0,False
1943786.32226,609,10,18,0609-10-18,6,penumbral,-0.3764,0.6091,1.2613,4569.0,0.0,,,0.0,False
1943933.90246,610,3,15,0610-03-15,0,partial umbral,0.4051,1.4821,0.7225,4560.0,2.41,,-90.0,0.0,False
1944111.47838,610,9,8,0610-09-08,2,partial umbral,0.521,1.5529,0.7063,4560.0,2.57,Clonmacnoise,29.5,1.0,True
1944288.23064,611,3,4,0611-03-04,4,total,1.8395,2.8629,0.0137,4551.0,3.67,,-90.0,0.0,False
1944465.75708,611,8,29,0611-08-29,0,total,1.8349,2.9187,0.0002,4551.0,3.88,Clonmacnoise,19.0,0.52,True
1944642.81705,612,2,22,0612-02-22,2,partial umbral,0.6185,1.603,0.7024,4542.0,2.63,Clonmacnoise,21.5,0.72,True
1944819.78985,612,8,17,0612-08-17,4,partial umbral,0.4602,1.5627,0.6694,4542.0,2.62,Clonmacnoise,6.9,0.12,True
1944968.0521,613,1,12,0613-01-12,5,penumbral,-0.5244,0.4886,1.3039,4533.0,0.0,,,0.0,False
1944997.49283,613,2,10,0613-02-10,6,penumbral,-0.6243,0.3635,1.3905,4533.0,0.0,,,0.0,False
1945144.33587,613,7,7,0613-07-07,6,penumbral,-0.5215,0.5157,1.2292,4533.0,0.0,,,0.0,False
1945173.8532,613,8,6,0613-08-06,1,penumbral,-0.8224,0.2482,1.3407,4533.0,0.0,,,0.0,False
1945322.48758,614,1,1,0614-01-01,2,partial umbral,0.6239,1.695,0.6281,4524.0,2.83,Clonmacnoise,58.0,1.0,True
1945498.83328,614,6,27,0614-06-27,4,partial umbral,0.9944,1.9772,0.4851,4524.0,3.18,,-90.0,0.0,False
1945676.61468,614,12,22,0614-12-22,0,total,1.7783,2.8991,0.0191,4524.0,3.91,Clonmacnoise,60.0,1.0,True
1945853.52572,615,6,17,0615-06-17,2,total,1.4136,2.3727,0.2696,4514.0,3.43,Clonmacnoise,12.6,0.92,True
1946030.57228,615,12,11,0615-12-11,4,partial umbral,0.5356,1.6589,0.6307,4514.0,2.78,Clonmacnoise,59.1,1.0,True
1946178.87628,616,5,7,0616-05-07,5,penumbral,-0.9818,0.0248,1.5203,4505.0,0.0,,,0.0,False
1946208.22333,616,6,5,0616-06-05,6,partial umbral,0.0193,0.9992,1.0189,4505.0,0.51,,-90.0,0.0,False
1946355.08071,616,10,30,0616-10-30,6,penumbral,-0.9041,0.137,1.4617,4505.0,0.0,,,0.0,False
1946384.67962,616,11,29,0616-11-29,1,penumbral,-0.6205,0.4562,1.2638,4505.0,0.0,,,0.0,False
1946533.24093,617,4,26,0617-04-26,2,partial umbral,0.2659,1.3301,0.7967,4496.0,1.99,,-90.0,0.0,False
1946709.63018,617,10,20,0617-10-20,4,partial umbral,0.4634,1.4567,0.7845,4496.0,2.33,Clonmacnoise,47.7,1.0,True
1946887.32102,618,4,15,0618-04-15,6,total,1.6126,2.7102,0.1059,4487.0,3.92,Armagh,6.3,0.08,True
1947064.29698,618,10,9,0618-10-09,1,total,1.7144,2.7016,0.0938,4487.0,3.53,Armagh,17.1,0.4,True
1947241.35433,619,4,4,0619-04-04,3,partial umbral,0.6908,1.7722,0.5717,4478.0,3.04,Armagh,12.6,0.32,True
1947418.88513,619,9,29,0619-09-29,6,partial umbral,0.7183,1.7429,0.612,4478.0,2.89,,-90.0,0.0,False
1947566.1704,620,2,23,0620-02-23,6,penumbral,-0.6353,0.3755,1.3541,4469.0,0.0,,,0.0,False
1947595.62522,620,3,24,0620-03-24,1,penumbral,-0.5679,0.4626,1.2762,4469.0,0.0,,,0.0,False
1947743.58676,620,8,19,0620-08-19,2,penumbral,-0.8739,0.2181,1.3391,4469.0,0.0,,,0.0,False
1947773.22269,620,9,17,0620-09-17,3,penumbral,-0.7348,0.3441,1.3001,4469.0,0.0,,,0.0,False
1947920.79752,621,2,12,0621-02-12,4,partial umbral,0.7044,1.6866,0.6587,4460.0,2.75,Clonmacnoise,28.6,1.0,True
1948097.59748,621,8,8,0621-08-08,6,partial umbral,0.4415,1.5379,0.6822,4460.0,2.57,Clonmacnoise,20.8,1.0,True
1948275.45972,622,2,1,0622-02-01,1,total,1.8089,2.808,0.0376,4451.0,3.57,Clonmacnoise,49.2,1.0,True
1948451.72592,622,7,28,0622-07-28,3,total,1.8217,2.8751,0.0147,4451.0,3.81,Clonmacnoise,13.5,0.44,True
1948629.96215,623,1,22,0623-01-22,6,partial umbral,0.4483,1.5014,0.7331,4442.0,2.43,,-90.0,0.0,False
1948806.15711,623,7,17,0623-07-17,0,partial umbral,0.471,1.4666,0.7587,4442.0,2.41,,-90.0,0.0,False
1948954.38293,623,12,12,0623-12-12,1,penumbral,-0.9709,0.1568,1.3663,4442.0,0.0,,,0.0,False
1948984.16483,624,1,11,0624-01-11,3,penumbral,-0.9554,0.1543,1.3811,4433.0,0.0,,,0.0,False
1949131.54461,624,6,7,0624-06-07,4,partial umbral,0.0118,0.9722,1.0491,4433.0,0.39,Clonmacnoise,13.6,1.0,True
1949160.81952,624,7,6,0624-07-06,5,penumbral,-0.7813,0.1807,1.4905,4433.0,0.0,,,0.0,False
1949308.3516,624,11,30,0624-11-30,5,partial umbral,0.2789,1.3923,0.7661,4433.0,2.07,Armagh,33.0,1.0,True
1949486.20932,625,5,27,0625-05-27,1,total,1.3254,2.3185,0.2988,4424.0,3.48,,-90.0,0.0,False
1949662.54297,625,11,20,0625-11-20,3,total,1.6326,2.691,0.1125,4424.0,3.7,Clonmacnoise,56.8,1.0,True
1949840.64262,626,5,17,0626-05-17,6,partial umbral,0.9624,2.0117,0.454,4414.0,3.35,Clonmacnoise,16.0,0.92,True
1950017.03378,626,11,9,0626-11-09,0,partial umbral,0.8282,1.8329,0.575,4414.0,2.96,,-90.0,0.0,False
1950194.7777,627,5,6,0627-05-06,3,penumbral,-0.5136,0.5769,1.153,4406.0,0.0,,,0.0,False
1950342.26828,627,9,30,0627-09-30,3,penumbral,-0.7315,0.261,1.4401,4406.0,0.0,,,0.0,False
1950371.68366,627,10,30,0627-10-30,5,penumbral,-0.3551,0.633,1.2483,4406.0,0.0,,,0.0,False
1950519.20442,628,3,25,0628-03-25,5,partial umbral,0.3133,1.3839,0.7725,4396.0,2.14,,-90.0,0.0,False
1950696.80467,628,9,19,0628-09-19,1,partial umbral,0.4439,1.4823,0.7429,4396.0,2.41,Clonmacnoise,11.2,0.36,True
1950873.55694,629,3,15,0629-03-15,3,total,1.7656,2.7826,0.0549,4387.0,3.66,Clonmacnoise,37.2,1.0,True
1951051.05952,629,9,8,0629-09-08,5,total,1.7403,2.83,0.046,4387.0,3.88,,-90.0,0.0,False
1951228.16024,630,3,4,0630-03-04,0,partial umbral,0.6829,1.6631,0.6686,4378.0,2.73,,-90.0,0.0,False
1951405.078,630,8,28,0630-08-28,2,partial umbral,0.5709,1.6764,0.6146,4378.0,2.87,,-90.0,0.0,False
1951553.41009,631,1,23,0631-01-23,3,penumbral,-0.5497,0.4636,1.3144,4369.0,0.0,,,0.0,False
1951582.84157,631,2,22,0631-02-22,5,penumbral,-0.5803,0.406,1.3644,4369.0,0.0,,,0.0,False
1951729.6282,631,7,19,0631-07-19,5,penumbral,-0.6447,0.3907,1.2978,4369.0,0.0,,,0.0,False
1951759.14784,631,8,17,0631-08-17,6,penumbral,-0.7024,0.3682,1.2839,4369.0,0.0,,,0.0,False
1951907.83448,632,1,13,0632-01-13,1,partial umbral,0.6048,1.6773,0.6358,4360.0,2.8,Clonmacnoise,28.1,0.92,True
1952084.14017,632,7,7,0632-07-07,2,partial umbral,0.8653,1.8466,0.5572,4360.0,3.03,,-90.0,0.0,False
1952261.95001,633,1,1,0633-01-01,5,total,1.7922,2.9133,0.0122,4351.0,3.92,Iona,9.2,0.16,True
1952438.83679,633,6,27,0633-06-27,0,total,1.548,2.5077,0.1945,4351.0,3.48,,-90.0,0.0,False
1952615.90856,633,12,21,0633-12-21,2,partial umbral,0.5491,1.6704,0.6253,4351.0,2.8,Iona,12.0,0.36,True
1952793.52726,634,6,17,0634-06-17,5,partial umbral,0.149,1.1317,0.9449,4342.0,1.41,Clonmacnoise,13.1,1.0,True
1952940.43464,634,11,10,0634-11-10,4,penumbral,-0.9088,0.1311,1.4689,4342.0,0.0,,,0.0,False
1952970.03041,634,12,10,0634-12-10,6,penumbral,-0.6076,0.4662,1.2615,4342.0,0.0,,,0.0,False
1953118.52369,635,5,8,0635-05-08,1,partial umbral,0.1218,1.1871,0.8666,4333.0,1.38,Clonmacnoise,17.3,1.0,True
1953294.9907,635,10,31,0635-10-31,2,partial umbral,0.4438,1.4379,0.7964,4333.0,2.29,,-90.0,0.0,False
1953472.59637,636,4,26,0636-04-26,5,total,1.4746,2.5702,0.174,4324.0,3.88,Clonmacnoise,21.6,1.0,True
1953649.65291,636,10,20,0636-10-20,0,total,1.6802,2.6711,0.1117,4324.0,3.52,Clonmacnoise,47.0,1.0,True
1953826.64247,637,4,15,0637-04-15,2,partial umbral,0.8176,1.8936,0.5111,4315.0,3.23,Clonmacnoise,26.1,1.0,True
1954004.22604,637,10,9,0637-10-09,4,partial umbral,0.7558,1.7864,0.5887,4315.0,2.95,,-90.0,0.0,False
1954151.50552,638,3,6,0638-03-06,5,penumbral,-0.6878,0.3171,1.3877,4306.0,0.0,,,0.0,False
1954180.93679,638,4,4,0638-04-04,6,penumbral,-0.4591,0.565,1.2248,4306.0,0.0,,,0.0,False
1954328.87975,638,8,30,0638-08-30,0,penumbral,-0.9826,0.1148,1.3891,4306.0,0.0,,,0.0,False
1954358.54062,638,9,29,0638-09-29,2,penumbral,-0.6828,0.4024,1.2688,4306.0,0.0,,,0.0,False
1954506.14604,639,2,23,0639-02-23,2,partial umbral,0.6554,1.6343,0.6871,4297.0,2.68,,-90.0,0.0,False
1954682.88288,639,8,19,0639-08-19,4,partial umbral,0.3236,1.4219,0.7405,4297.0,2.24,,-90.0,0.0,False
1954860.81058,640,2,13,0640-02-13,0,total,1.8489,2.8473,0.0158,4288.0,3.58,Clonmacnoise,29.5,0.76,True
1955037.02176,640,8,7,0640-08-07,1,total,1.7579,2.8106,0.0476,4288.0,3.8,,-90.0,0.0,False
1955215.30581,641,2,1,0641-02-01,4,partial umbral,0.4722,1.5259,0.7182,4279.0,2.49,Iona,18.2,0.64,True
1955391.46608,641,7,27,0641-07-27,5,partial umbral,0.5982,1.5928,0.6926,4279.0,2.66,Clonmacnoise,14.6,0.76,True
1955539.71801,641,12,23,0641-12-23,0,penumbral,-0.9832,0.1445,1.3715,4279.0,0.0,,,0.0,False
1955569.49703,642,1,21,0642-01-21,1,penumbral,-0.9364,0.173,1.3692,4270.0,0.0,,,0.0,False
1955716.85404,642,6,18,0642-06-18,2,penumbral,-0.125,0.8365,1.124,4270.0,0.0,,,0.0,False
1955746.13349,642,7,17,0642-07-17,3,penumbral,-0.6571,0.3057,1.4221,4270.0,0.0,,,0.0,False
1955893.69201,642,12,12,0642-12-12,4,partial umbral,0.2743,1.3858,0.7703,4270.0,2.05,Clonmacnoise,51.9,1.0,True
1956071.50921,643,6,8,0643-06-08,0,total,1.1805,2.1764,0.3749,4261.0,3.39,Clonmacnoise,13.0,0.88,True
1956247.89803,643,12,1,0643-12-01,1,total,1.6287,2.6847,0.1155,4261.0,3.69,Clonmacnoise,15.0,0.36,True
1956425.92565,644,5,27,0644-05-27,4,total,1.1062,2.158,0.3788,4252.0,3.51,,-90.0,0.0,False
1956602.39848,644,11,19,0644-11-19,5,partial umbral,0.8412,1.8453,0.5691,4252.0,2.97,Armagh,46.4,1.0,True
1956780.04798,645,5,16,0645-05-16,1,penumbral,-0.366,0.724,1.0795,4243.0,0.0,,,0.0,False
1956927.61783,645,10,11,0645-10-11,2,penumbral,-0.7802,0.2169,1.4631,4243.0,0.0,,,0.0,False
1956957.04809,645,11,9,0645-11-09,3,penumbral,-0.3407,0.6496,1.2391,4243.0,0.0,,,0.0,False
1957104.50243,646,4,6,0646-04-06,4,partial umbral,0.2116,1.2761,0.8278,4234.0,1.78,Clonmacnoise,28.4,1.0,True
1957282.13579,646,9,30,0646-09-30,6,partial umbral,0.3788,1.4236,0.773,4234.0,2.25,,-90.0,0.0,False
1957458.87827,647,3,26,0647-03-26,1,total,1.6793,2.6901,0.1029,4226.0,3.64,,-90.0,0.0,False
1957636.36787,647,9,19,0647-09-19,3,total,1.6585,2.754,0.0852,4226.0,3.87,Clonmacnoise,25.1,0.64,True
1957813.49719,648,3,14,0648-03-14,5,partial umbral,0.7619,1.7381,0.6265,4217.0,2.84,Clonmacnoise,35.7,1.0,True
1957990.37381,648,9,7,0648-09-07,0,partial umbral,0.6659,1.7743,0.5676,4217.0,3.05,Clonmacnoise,19.5,0.56,True
1958138.76267,649,2,3,0649-02-03,2,penumbral,-0.5868,0.4267,1.331,4208.0,0.0,,,0.0,False
1958168.18412,649,3,4,0649-03-04,3,penumbral,-0.5235,0.4615,1.331,4208.0,0.0,,,0.0,False
1958314.92551,649,7,29,0649-07-29,3,penumbral,-0.759,0.275,1.3621,4208.0,0.0,,,0.0,False
1958344.44919,649,8,27,0649-08-27,4,penumbral,-0.5942,0.4765,1.2328,4208.0,0.0,,,0.0,False
1958493.17664,650,1,23,0650-01-23,6,partial umbral,0.5767,1.65,0.6481,4199.0,2.75,,-90.0,0.0,False
1958669.44985,650,7,18,0650-07-18,0,partial umbral,0.7403,1.7208,0.6273,4199.0,2.86,Clonmacnoise,11.9,0.52,True
1958847.28171,651,1,12,0651-01-12,3,total,1.8137,2.9343,0.0017,4190.0,3.92,Iona,23.5,0.6,True
1959024.14884,651,7,8,0651-07-08,5,total,1.6802,2.6412,0.1204,4190.0,3.52,,-90.0,0.0,False
1959201.24415,652,1,1,0652-01-01,0,partial umbral,0.5655,1.6841,0.6187,4181.0,2.83,Iona,13.4,0.44,True
1959378.83091,652,6,27,0652-06-27,3,partial umbral,0.2781,1.2642,0.8713,4181.0,1.89,,-90.0,0.0,False
1959525.79221,652,11,21,0652-11-21,3,penumbral,-0.9073,0.1309,1.4728,4181.0,0.0,,,0.0,False
1959555.38194,652,12,20,0652-12-20,4,penumbral,-0.5944,0.4758,1.2592,4181.0,0.0,,,0.0,False
1959703.8027,653,5,18,0653-05-18,6,penumbral,-0.0287,1.0382,0.9393,4172.0,0.0,,,0.0,False
1959880.35534,653,11,10,0653-11-10,0,partial umbral,0.4325,1.427,0.8036,4172.0,2.26,Armagh,34.1,1.0,True
1960057.86731,654,5,7,0654-05-07,3,total,1.327,2.4206,0.2468,4163.0,3.8,,-90.0,0.0,False
1960235.01335,654,10,31,0654-10-31,5,total,1.6565,2.6509,0.1237,4163.0,3.52,,-90.0,0.0,False
1960411.92703,655,4,26,0655-04-26,0,partial umbral,0.9544,2.0251,0.4451,4154.0,3.39,,-90.0,0.0,False
1960589.57142,655,10,21,0655-10-21,3,partial umbral,0.7824,1.8187,0.5714,4154.0,3.0,Clonmacnoise,47.2,1.0,True
1960736.836,656,3,16,0656-03-16,3,penumbral,-0.7512,0.248,1.4272,4145.0,0.0,,,0.0,False
1960766.24503,656,4,14,0656-04-14,4,penumbral,-0.3414,0.6766,1.1682,4145.0,0.0,,,0.0,False
1960914.17863,656,9,9,0656-09-09,5,penumbral,-1.0772,0.0253,1.4324,4145.0,0.0,,,0.0,False
1960943.86362,656,10,9,0656-10-09,0,penumbral,-0.6419,0.4492,1.2436,4145.0,0.0,,,0.0,False
1961091.49008,657,3,5,0657-03-05,0,partial umbral,0.5967,1.5723,0.7209,4136.0,2.58,Clonmacnoise,38.6,1.0,True
1961268.17407,657,8,29,0657-08-29,2,partial umbral,0.2179,1.318,0.793,4136.0,1.86,,-90.0,0.0,False
1961446.15636,658,2,23,0658-02-23,5,total,1.857,2.8547,0.0115,4128.0,3.59,,-90.0,0.0,False
1961622.32355,658,8,18,0658-08-18,6,total,1.648,2.7001,0.1043,4128.0,3.77,Armagh,5.6,0.04,True
1961800.64264,659,2,13,0659-02-13,3,partial umbral,0.5098,1.5639,0.6963,4119.0,2.58,Clonmacnoise,49.6,1.0,True
1961976.78056,659,8,8,0659-08-08,4,partial umbral,0.7144,1.7086,0.6317,4119.0,2.84,Clonmacnoise,5.1,0.08,True
1962125.05032,660,1,3,0660-01-03,5,penumbral,-1.0002,0.1268,1.3795,4110.0,0.0,,,0.0,False
1962154.82285,660,2,2,0660-02-02,0,penumbral,-0.9047,0.2039,1.3513,4110.0,0.0,,,0.0,False
1962302.16476,660,6,28,0660-06-28,0,penumbral,-0.2586,0.7045,1.1966,4110.0,0.0,,,0.0,False
1962331.45163,660,7,27,0660-07-27,1,penumbral,-0.542,0.4223,1.3583,4110.0,0.0,,,0.0,False
1962479.03153,660,12,22,0660-12-22,2,partial umbral,0.2675,1.3762,0.776,4110.0,2.02,,-90.0,0.0,False
1962656.80856,661,6,18,0661-06-18,5,total,1.036,2.0353,0.4501,4101.0,3.28,,-90.0,0.0,False
1962833.25455,661,12,11,0661-12-11,6,total,1.6271,2.6801,0.1175,4101.0,3.68,Iona,21.2,0.6,True
1963011.20506,662,6,7,0662-06-07,2,total,1.2562,2.311,0.3008,4092.0,3.64,,-90.0,0.0,False
1963187.76611,662,12,1,0662-12-01,4,partial umbral,0.8482,1.8512,0.5666,4092.0,2.98,Clonmacnoise,40.2,1.0,True
1963365.31425,663,5,27,0663-05-27,6,penumbral,-0.21,0.8799,1.0022,4083.0,0.0,,,0.0,False
1963512.97271,663,10,22,0663-10-22,0,penumbral,-0.817,0.1846,1.4793,4083.0,0.0,,,0.0,False
1963542.41596,663,11,20,0663-11-20,1,penumbral,-0.3344,0.6579,1.2342,4083.0,0.0,,,0.0,False
1963689.79574,664,4,16,0664-04-16,2,partial umbral,0.0986,1.1572,0.8893,4074.0,1.23,,-90.0,0.0,False
1963867.47235,664,10,10,0664-10-10,4,partial umbral,0.3272,1.3782,0.796,4074.0,2.12,Clonmacnoise,41.9,1.0,True
1964044.19564,665,4,5,0665-04-05,6,total,1.5824,2.5873,0.1568,4066.0,3.61,,-90.0,0.0,False
1964221.68099,665,9,30,0665-09-30,2,total,1.5879,2.6891,0.1187,4066.0,3.86,Clonmacnoise,38.0,1.0,True
1964398.83,666,3,26,0666-03-26,4,partial umbral,0.8501,1.8225,0.579,4057.0,2.96,Clonmacnoise,7.3,0.12,True
1964575.67549,666,9,19,0666-09-19,6,partial umbral,0.7493,1.8607,0.5263,4057.0,3.18,Clonmacnoise,33.7,1.0,True
1964724.11005,667,2,14,0667-02-14,0,penumbral,-0.6339,0.3794,1.3528,4048.0,0.0,,,0.0,False
1964753.52083,667,3,16,0667-03-16,2,penumbral,-0.4551,0.5286,1.291,4048.0,0.0,,,0.0,False
1964900.22816,667,8,9,0667-08-09,1,penumbral,-0.8636,0.1694,1.4216,4048.0,0.0,,,0.0,False
1964929.75749,667,9,8,0667-09-08,3,penumbral,-0.4988,0.5721,1.188,4048.0,0.0,,,0.0,False
1965078.51379,668,2,4,0668-02-04,5,partial umbral,0.5392,1.613,0.6653,4039.0,2.69,Clonmacnoise,52.0,1.0,True
1965254.76409,668,7,29,0668-07-29,6,partial umbral,0.6243,1.6045,0.6926,4039.0,2.67,Clonmacnoise,4.9,0.08,True
1965432.60927,669,1,23,0669-01-23,2,total,1.7914,2.9109,0.0129,4030.0,3.93,Clonmacnoise,55.3,1.0,True
1965609.46396,669,7,18,0669-07-18,3,total,1.8051,2.768,0.0503,4030.0,3.54,Clonmacnoise,14.7,0.64,True
1965786.57733,670,1,12,0670-01-12,6,partial umbral,0.5884,1.7036,0.6092,4021.0,2.88,Clonmacnoise,57.0,1.0,True
1965964.13513,670,7,8,0670-07-08,1,partial umbral,0.4048,1.3949,0.7991,4021.0,2.25,,-90.0,0.0,False
1966111.15209,670,12,2,0670-12-02,1,penumbral,-0.9024,0.1335,1.475,4021.0,0.0,,,0.0,False
1966140.73256,671,1,1,0671-01-01,3,penumbral,-0.5774,0.4887,1.2551,4013.0,0.0,,,0.0,False
1966289.0785,671,5,29,0671-05-29,4,penumbral,-0.1848,0.884,1.0145,4013.0,0.0,,,0.0,False
1966465.72256,671,11,22,0671-11-22,6,partial umbral,0.426,1.4205,0.8082,4013.0,2.24,Clonmacnoise,44.4,1.0,True
1966643.13546,672,5,17,0672-05-17,1,total,1.1729,2.2649,0.3227,4004.0,3.69,,-90.0,0.0,False
1966820.37719,672,11,10,0672-11-10,3,total,1.6406,2.638,0.1316,4004.0,3.52,Armagh,43.0,1.0,True
1966997.20883,673,5,6,0673-05-06,5,total,1.0986,2.1644,0.375,3995.0,3.53,,-90.0,0.0,False
1967174.92061,673,10,31,0673-10-31,1,partial umbral,0.7997,1.8413,0.5592,3995.0,3.03,,-90.0,0.0,False
1967322.16144,674,3,27,0674-03-27,1,penumbral,-0.8265,0.1671,1.4734,3986.0,0.0,,,0.0,False
1967351.54953,674,4,26,0674-04-26,3,penumbral,-0.2136,0.7987,1.1058,3986.0,0.0,,,0.0,False
1967529.19194,674,10,20,0674-10-20,5,penumbral,-0.6132,0.4835,1.2248,3986.0,0.0,,,0.0,False
1967676.82752,675,3,17,0675-03-17,6,partial umbral,0.5227,1.4952,0.7631,3978.0,2.44,Clonmacnoise,8.5,0.2,True
1967853.47271,675,9,9,0675-09-09,0,partial umbral,0.1278,1.2299,0.8381,3978.0,1.44,Clonmacnoise,29.6,1.0,True
1968031.49575,676,3,5,0676-03-05,3,total,1.7943,2.7913,0.0459,3969.0,3.59,Clonmacnoise,40.2,1.0,True
1968207.63227,676,8,29,0676-08-29,5,total,1.5513,2.6032,0.1546,3969.0,3.73,Clonmacnoise,27.4,1.0,True
1968385.97371,677,2,23,0677-02-23,1,partial umbral,0.5583,1.6126,0.6689,3960.0,2.69,,-90.0,0.0,False
