jd_tt,year,month,day,date_julian_cal,weekday,kind,umbral_mag,penumbral_mag,beta_deg,delta_t_s,umbral_duration_h,irish_site,moon_alt_deg,frac_umbral_visible,visible_from_ireland
2450353.62183,1996,9,27,1996-09-27,5,total,1.2488,2.248,0.3413,79.0,3.41,Clonmacnoise,36.6,1.0,True
2450531.69479,1997,3,24,1997-03-24,1,partial umbral,0.9274,2.0292,0.4451,80.0,3.4,Clonmacnoise,27.8,0.84,True
2450708.28326,1997,9,16,1997-09-16,2,total,1.2007,2.1707,0.3854,80.0,3.29,Armagh,13.9,0.36,True
2450885.68131,1998,3,13,1998-03-13,5,penumbral,-0.3751,0.7381,1.0794,81.0,0.0,,,0.0,False
2451033.60135,1998,8,8,1998-08-08,6,penumbral,-0.8561,0.1483,1.4582,81.0,0.0,,,0.0,False
2451062.96613,1998,9,6,1998-09-06,0,penumbral,-0.146,0.8402,1.1104,81.0,0.0,,,0.0,False
2451210.17974,1999,1,31,1999-01-31,0,penumbral,-0.0171,1.0323,0.9833,83.0,0.0,,,0.0,False
2451387.98255,1999,7,28,1999-07-28,3,partial umbral,0.4046,1.4634,0.73,83.0,2.4,,-90.0,0.0,False
2451564.69768,2000,1,21,2000-01-21,5,total,1.3347,2.3361,0.2989,84.0,3.41,Clonmacnoise,46.3,1.0,True
2451742.08094,2000,7,16,2000-07-16,0,total,1.7761,2.867,0.0274,84.0,3.95,,-90.0,0.0,False
