jd_tt,year,month,day,date_julian_cal,weekday,gamma,geo_sep_deg,delta_t_central_s,delta_t_sigma_s,Armagh_mag_central,Armagh_alt_central,Armagh_ut_central,Armagh_mag_max_over_dt,Armagh_mag_min_over_dt,Iona_mag_central,Iona_alt_central,Iona_ut_central,Iona_mag_max_over_dt,Iona_mag_min_over_dt,Clonmacnoise_mag_central,Clonmacnoise_alt_central,Clonmacnoise_ut_central,Clonmacnoise_mag_max_over_dt,Clonmacnoise_mag_min_over_dt,Bangor_mag_central,Bangor_alt_central,Bangor_ut_central,Bangor_mag_max_over_dt,Bangor_mag_min_over_dt,Jarrow_mag_central,Jarrow_alt_central,Jarrow_ut_central,Jarrow_mag_max_over_dt,Jarrow_mag_min_over_dt,Rome_mag_central,Rome_alt_central,Rome_ut_central,Rome_mag_max_over_dt,Rome_mag_min_over_dt,Constantinople_mag_central,Constantinople_alt_central,Constantinople_ut_central,Constantinople_mag_max_over_dt,Constantinople_mag_min_over_dt,Alexandria_mag_central,Alexandria_alt_central,Alexandria_ut_central,Alexandria_mag_max_over_dt,Alexandria_mag_min_over_dt,irish_mag_central,irish_mag_max_over_dt,irish_mag_min_over_dt
1879306.75755,433,4,6,0433-04-06,4,-0.8167,0.8239,6222.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1879483.02268,433,9,29,0433-09-29,5,0.812,0.7545,6222.5,50.0,0.7441,24.4,09:40,0.7519,0.7366,0.7876,23.2,09:42,0.7947,0.7802,0.7137,24.4,09:38,0.7216,0.7062,0.7568,24.8,09:42,0.7644,0.7492,0.7897,26.4,09:46,0.798,0.7817,0.6344,44.0,10:10,0.6477,0.6212,0.7917,44.8,10:44,0.8042,0.7789,0.6187,51.9,11:02,0.633,0.6039,0.7876,0.7947,0.7802
1879631.79534,434,2,25,0434-02-25,0,1.1588,1.0836,6213.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.3094,-0.7,04:45,0.3561,0.2716,0.1255,-0.6,04:33,0.1677,0.0914,0.0,0.0,0.0
1879807.98623,434,8,20,0434-08-20,1,-1.1779,1.1836,6213.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1879837.39326,434,9,18,0434-09-18,2,1.4687,1.4422,6213.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1879985.90225,435,2,14,0435-02-14,4,0.4698,0.4227,6203.5,50.0,0.0358,-0.9,07:49,0.0642,0.0,0.0059,-0.7,07:55,0.0479,0.0,0.0,,,0.0443,0.0,0.0522,-0.7,07:47,0.0905,0.023,0.138,-0.7,07:31,0.1556,0.1219,0.3049,7.4,06:55,0.3085,0.3016,0.2966,21.5,07:15,0.2974,0.2962,0.4602,25.6,06:59,0.4604,0.4602,0.0522,0.0905,0.023
1880162.67747,435,8,10,0435-08-10,6,-0.4518,0.4607,6203.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1880339.88088,436,2,3,0436-02-03,1,-0.2339,0.2117,6194.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1880517.33819,436,7,29,0436-07-29,3,0.2845,0.2814,6194.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1880694.04479,437,1,22,0437-01-22,5,-0.9214,0.8739,6184.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1880871.78273,437,7,19,0437-07-19,1,1.0874,1.0187,6184.5,50.0,0.4633,-0.8,04:14,0.4866,0.4143,0.5537,-0.7,04:02,0.5566,0.5471,0.3168,-0.7,04:26,0.3784,0.2732,0.5057,-0.9,04:08,0.5167,0.4723,0.5121,0.1,03:58,0.519,0.5051,0.1866,-0.8,03:48,0.1965,0.1603,0.0803,6.2,03:26,0.0906,0.0699,0.0,,,0.0,0.0,0.5537,0.5566,0.5471
1881019.04848,437,12,13,0437-12-13,1,1.1534,1.1736,6184.5,50.0,0.555,9.7,10:50,0.5639,0.5456,0.5757,8.0,10:52,0.584,0.5672,0.5341,10.2,10:48,0.5436,0.5242,0.565,9.7,10:52,0.5737,0.5561,0.5961,10.4,10:56,0.6039,0.5879,0.5373,24.8,11:18,0.543,0.531,0.5526,21.3,11:46,0.5543,0.5504,0.3902,28.6,11:56,0.3934,0.3863,0.5757,0.584,0.5672
1881196.3093,438,6,8,0438-06-08,3,-0.9559,0.8573,6175.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1881373.70152,438,12,3,0438-12-03,6,0.4984,0.5051,6175.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1881550.38953,439,5,28,0439-05-28,0,-0.173,0.1593,6165.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1881728.24143,439,11,22,0439-11-22,3,-0.1867,0.1808,6165.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1881904.74243,440,5,17,0440-05-17,5,0.6027,0.5858,6156.0,50.0,0.1557,-0.9,04:14,0.1928,0.0919,0.2557,-0.7,04:04,0.2819,0.2313,0.0,,,0.072,0.0,0.1955,-0.7,04:10,0.2427,0.159,0.301,-0.9,03:50,0.3036,0.2864,0.3118,-0.8,03:44,0.3509,0.2444,0.5133,5.3,03:16,0.5203,0.5064,0.6529,-0.4,03:02,0.6601,0.6394,0.2557,0.2819,0.2313
1882082.50462,440,11,11,0440-11-11,1,-0.9206,0.8448,6156.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1882230.06199,441,4,7,0441-04-07,1,-1.2092,1.2343,6146.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1882259.36047,441,5,6,0441-05-06,2,1.3112,1.3293,6146.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1882406.73822,441,10,1,0441-10-01,3,1.4003,1.2645,6146.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1882584.74293,442,3,28,0442-03-28,6,-0.5105,0.5095,6137.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1882760.88631,442,9,20,0442-09-20,0,0.6424,0.6061,6137.0,50.0,0.5035,-0.8,06:10,0.5367,0.4434,0.5817,-0.8,06:08,0.612,0.5235,0.4136,-0.7,06:16,0.4725,0.3694,0.5462,-0.8,06:06,0.5726,0.4938,0.6075,-0.3,05:52,0.6079,0.607,0.2359,8.9,05:48,0.2385,0.2335,0.278,23.3,06:00,0.2865,0.27,0.0,,,0.0067,0.0,0.5817,0.612,0.5235
1882939.23163,443,3,17,0443-03-17,3,0.2358,0.2232,6127.5,50.0,0.6359,8.5,17:31,0.6394,0.6322,0.581,8.2,17:29,0.5843,0.5775,0.6608,9.6,17:31,0.6645,0.6568,0.6299,7.9,17:31,0.6331,0.6264,0.6305,5.5,17:31,0.6328,0.628,0.6514,-0.7,17:19,0.7463,0.556,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.6608,0.6645,0.6568
1883115.34443,443,9,9,0443-09-09,4,-0.1101,0.1096,6127.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1883293.4117,444,3,5,0444-03-05,0,1.0047,0.909,6118.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1883470.00675,444,8,29,0444-08-29,2,-0.8122,0.8292,6118.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1883617.68315,445,1,24,0445-01-24,3,-1.2632,1.1555,6108.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1883795.30302,445,7,20,0445-07-20,5,1.0625,1.0357,6108.5,50.0,0.6688,19.2,18:12,0.6771,0.6603,0.6829,19.9,18:08,0.691,0.6747,0.6525,19.5,18:14,0.6611,0.6437,0.6772,18.6,18:12,0.6852,0.669,0.7057,16.6,18:10,0.7132,0.698,0.6719,0.9,18:26,0.6772,0.6657,0.0,,,0.0447,0.0,0.0,,,0.0,0.0,0.6829,0.691,0.6747
1883824.68158,445,8,19,0445-08-19,0,-1.5396,1.5389,6108.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1883971.9305,446,1,13,0446-01-13,0,-0.5103,0.4921,6099.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1884149.66707,446,7,10,0446-07-10,3,0.3257,0.3008,6099.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1884326.45846,447,1,2,0447-01-02,4,0.1976,0.1998,6089.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1884503.75388,447,6,29,0447-06-29,0,-0.4448,0.399,6089.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1884681.11228,447,12,23,0447-12-23,2,0.8608,0.8772,6089.5,50.0,0.8598,11.2,13:28,0.8666,0.8531,0.845,9.3,13:28,0.8517,0.839,0.8613,12.5,13:26,0.8684,0.8546,0.8622,10.8,13:28,0.8698,0.8554,0.885,9.5,13:34,0.8928,0.8771,0.834,14.2,14:00,0.8483,0.8194,0.6222,3.9,14:14,0.6368,0.6074,0.3671,7.9,14:20,0.3838,0.3502,0.8622,0.8698,0.8554
1884857.79994,448,6,17,0448-06-17,4,-1.1909,1.0868,6080.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1885006.12676,448,11,12,0448-11-12,5,-1.2462,1.1871,6080.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1885182.70976,449,5,8,0449-05-08,0,0.7392,0.7291,6070.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.4323,-0.8,02:50,0.5006,0.3272,0.0,,,0.0,0.0,0.0,0.0,0.0
1885360.30385,449,11,1,0449-11-01,2,-0.592,0.5371,6070.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1885537.37147,450,4,27,0450-04-27,4,-0.0212,0.0216,6061.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1885714.27558,450,10,21,0450-10-21,6,0.0944,0.0849,6061.0,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1885892.07659,451,4,17,0451-04-17,2,-0.7585,0.7636,6051.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1886068.35179,451,10,10,0451-10-10,3,0.7852,0.7317,6051.5,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1886217.11249,452,3,7,0452-03-07,5,1.2018,1.1205,6042.1,50.0,0.2021,29.8,13:41,0.2115,0.1927,0.2341,27.8,13:43,0.243,0.2253,0.1945,31.1,13:39,0.2043,0.1847,0.2001,29.3,13:43,0.2095,0.1908,0.1752,27.7,13:49,0.1842,0.1661,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.2341,0.243,0.2253
1886393.31628,452,8,30,0452-08-30,6,-1.2206,1.2293,6042.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1886422.73339,452,9,29,0452-09-29,1,1.4367,1.4151,6042.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1886571.21134,453,2,24,0453-02-24,2,0.507,0.4557,6032.6,50.0,0.6993,8.2,16:51,0.7055,0.6931,0.6578,7.4,16:49,0.6634,0.6518,0.7151,9.1,16:53,0.7218,0.7085,0.6973,7.6,16:51,0.7034,0.6913,0.71,4.9,16:53,0.7153,0.7043,0.7442,-0.8,16:57,0.7893,0.6704,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.7151,0.7218,0.7085
1886748.00509,453,8,20,0453-08-20,4,-0.5048,0.5145,6032.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1886925.19958,454,2,13,0454-02-13,6,-0.2062,0.1869,6023.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1887102.65178,454,8,10,0454-08-10,2,0.2246,0.2215,6023.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1887279.3847,455,2,2,0455-02-02,3,-0.9018,0.858,6013.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1887457.07412,455,7,30,0455-07-30,6,1.0214,0.9538,6013.6,50.0,0.1573,53.4,11:44,0.1605,0.1545,0.2085,51.5,11:44,0.2115,0.2057,0.1276,54.0,11:42,0.1306,0.1251,0.1678,53.3,11:46,0.1712,0.1647,0.1887,53.7,11:54,0.1932,0.1845,0.0,,,0.0,0.0,0.0923,45.9,13:06,0.1055,0.0792,0.0,,,0.0,0.0,0.2085,0.2115,0.2057
1887604.41737,455,12,24,0455-12-24,6,1.1548,1.1763,6013.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1887633.86521,456,1,23,0456-01-23,1,-1.5338,1.5375,6004.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1887781.57404,456,6,19,0456-06-19,2,-1.0434,0.9361,6004.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1887959.07011,456,12,13,0456-12-13,4,0.501,0.507,6004.1,50.0,0.195,11.3,11:26,0.2028,0.1875,0.1778,9.5,11:28,0.185,0.1709,0.2125,12.0,11:24,0.221,0.2044,0.1865,11.2,11:28,0.194,0.1793,0.1614,11.4,11:34,0.1678,0.1554,0.2364,23.5,12:04,0.2387,0.2345,0.2763,16.0,12:40,0.2825,0.2706,0.4531,21.4,12:52,0.4616,0.4452,0.2125,0.221,0.2044
1888135.66707,457,6,8,0457-06-08,6,-0.2561,0.2366,5994.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1888313.5985,457,12,3,0457-12-03,2,-0.1841,0.1778,5994.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1888490.0402,458,5,28,0458-05-28,3,0.5248,0.5118,5985.1,50.0,0.9358,55.4,11:18,0.946,0.9248,0.8938,53.8,11:20,0.904,0.8829,0.9464,55.7,11:14,0.9585,0.9338,0.9368,55.5,11:20,0.9479,0.9265,0.9642,56.2,11:24,0.9747,0.9541,0.5981,68.9,11:36,0.6081,0.5885,0.4976,55.9,12:12,0.4989,0.4969,0.18,57.1,12:16,0.1808,0.1799,0.9464,0.9585,0.9338
1888667.84448,458,11,22,0458-11-22,6,-0.9155,0.8382,5985.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1888815.38332,459,4,18,0459-04-18,6,-1.2694,1.2955,5975.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1888844.67121,459,5,18,0459-05-18,1,1.239,1.2579,5975.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1888992.05742,459,10,12,0459-10-12,1,1.4247,1.2885,5975.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1889170.06309,460,4,7,0460-04-07,4,-0.5691,0.5665,5966.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1889346.21582,460,9,30,0460-09-30,5,0.6702,0.6345,5966.1,50.0,0.5117,20.3,15:25,0.5198,0.5038,0.5042,19.3,15:21,0.5118,0.4967,0.5242,21.5,15:25,0.5327,0.5159,0.5046,19.6,15:25,0.5122,0.497,0.4799,17.0,15:29,0.4866,0.4737,0.5044,7.7,16:05,0.5065,0.5027,0.373,-0.7,15:45,0.428,0.3312,0.2384,-0.8,15:45,0.2938,0.1536,0.5242,0.5327,0.5159
1889524.54099,461,3,28,0461-03-28,2,0.182,0.1717,5956.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1889700.68316,461,9,20,0461-09-20,3,-0.075,0.0748,5956.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1889878.71089,462,3,17,0462-03-17,6,0.9558,0.8633,5947.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1890055.34432,462,9,9,0462-09-09,0,-0.7703,0.7866,5947.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1890203.01026,463,2,4,0463-02-04,1,-1.2815,1.175,5937.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1890380.6084,463,8,1,0463-08-01,4,1.1313,1.0992,5937.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1890410.00764,463,8,30,0463-08-30,5,-1.4963,1.492,5937.6,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1890557.27883,464,1,24,0464-01-24,5,-0.5214,0.5043,5928.1,50.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0
1890734.94945,464,7,20,0464-07-20,1,0.4039,0.3719,5928.1,50.0,0.8225,27.5,07:44,0.8278,0.8166,0.7751,27.8,07:46,0.7807,0.7701,0.8412,26.4,07:42,0.8469,0.8348,0.8189,28.3,07:46,0.8248,0.8136,0.8287,31.0,07:48,0.8331,0.8235,0.7317,42.2,07:48,0.7349,0.729,0.7156,59.3,08:18,0.7209,0.7109,0.4265,65.8,08:26,0.4342,0.4199,0.8412,0.8469,0.8348
