date_julian_cal,year,weekday,type,kind,magnitude,best_site,diagnostic,why,note
0912-01-07,912,2,lunar,total,1.267,Clonmacnoise,blind,,"Moon 49.6 deg up, 1.0 of umbral phase in a dark sky"
0912-06-17,912,3,solar,partial,0.851,Clonmacnoise,blind,,UT 19:04 at Armagh
0912-12-26,912,6,lunar,partial umbral,0.038,Armagh,blind,,"Moon 33.8 deg up, 1.0 of umbral phase in a dark sky"
0914-11-05,914,6,lunar,partial umbral,0.98,Clonmacnoise,blind,,"Moon 44.1 deg up, 1.0 of umbral phase in a dark sky"
0915-05-02,915,2,lunar,total,1.599,Clonmacnoise,blind,,"Moon 19.5 deg up, 0.92 of umbral phase in a dark sky"
0915-10-25,915,3,lunar,total,1.394,Armagh,blind,,"Moon 36.1 deg up, 0.96 of umbral phase in a dark sky"
0916-04-20,916,,lunar,partial umbral,0.2137,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0916-10-13,916,0,lunar,partial umbral,0.162,Clonmacnoise,blind,,"Moon 45.2 deg up, 1.0 of umbral phase in a dark sky"
0918-02-28,918,6,lunar,total,1.138,Armagh,blind,,"Moon 9.6 deg up, 0.16 of umbral phase in a dark sky"
0918-08-24,918,,lunar,total,1.2222,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0919-02-03,919,3,solar,partial,0.561,Iona,blind,,UT 16:35 at Armagh
0919-02-17,919,3,lunar,total,1.203,Armagh,blind,,"Moon 17.5 deg up, 0.4 of umbral phase in a dark sky"
0920-12-28,920,4,lunar,partial umbral,0.022,Clonmacnoise,blind,,"Moon 45.4 deg up, 1.0 of umbral phase in a dark sky"
0921-06-23,921,6,lunar,partial umbral,0.187,Clonmacnoise,blind,,"Moon 12.1 deg up, 0.92 of umbral phase in a dark sky"
0921-12-17,921,1,lunar,total,1.202,Armagh,blind,,"Moon 35.4 deg up, 1.0 of umbral phase in a dark sky"
0922-11-21,922,4,solar,partial,0.656,Clonmacnoise,blind,,UT 16:12 at Armagh
0922-12-07,922,6,lunar,total,1.23,Clonmacnoise,blind,,"Moon 38.7 deg up, 1.0 of umbral phase in a dark sky"
0923-06-01,923,,lunar,partial umbral,0.6657,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0925-04-11,925,,lunar,total,1.084,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0925-10-04,925,2,lunar,partial umbral,0.925,Clonmacnoise,blind,,"Moon 35.6 deg up, 1.0 of umbral phase in a dark sky"
0926-04-01,926,6,lunar,total,1.237,Clonmacnoise,blind,,"Moon 28.0 deg up, 0.96 of umbral phase in a dark sky"
0927-09-14,927,5,lunar,partial umbral,0.22,Clonmacnoise,blind,,"Moon 33.8 deg up, 1.0 of umbral phase in a dark sky"
0929-01-27,929,2,lunar,total,1.194,Clonmacnoise,blind,,"Moon 53.0 deg up, 1.0 of umbral phase in a dark sky"
0931-01-07,931,5,lunar,partial umbral,0.044,Clonmacnoise,blind,,"Moon 34.7 deg up, 1.0 of umbral phase in a dark sky"
0932-05-22,932,,lunar,partial umbral,0.6943,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0932-11-16,932,5,lunar,partial umbral,0.956,Clonmacnoise,blind,,"Moon 48.6 deg up, 1.0 of umbral phase in a dark sky"
0932-11-30,932,5,solar,partial,0.727,Clonmacnoise,blind,,UT 16:05 at Armagh
0933-11-05,933,2,lunar,total,1.423,Clonmacnoise,blind,,"Moon 50.6 deg up, 1.0 of umbral phase in a dark sky"
0934-04-16,934,3,solar,deep partial,0.961,Clonmacnoise,totality-in-ireland,umbral track 18.0 km from the island,UT 17:01 at Armagh
0934-05-02,934,5,lunar,partial umbral,0.328,Clonmacnoise,blind,,"Moon 19.0 deg up, 1.0 of umbral phase in a dark sky"
0934-10-25,934,6,lunar,partial umbral,0.199,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 6.6 deg up, 0.16 of umbral phase in a dark sky"
0936-03-11,936,5,lunar,total,1.058,Clonmacnoise,blind,,"Moon 37.6 deg up, 1.0 of umbral phase in a dark sky"
0936-09-04,936,0,lunar,total,1.132,Clonmacnoise,blind,,"Moon 30.7 deg up, 1.0 of umbral phase in a dark sky"
0936-09-18,936,0,solar,partial,0.566,Iona,blind,,UT 11:27 at Armagh
0937-02-28,937,2,lunar,total,1.27,Clonmacnoise,blind,,"Moon 42.7 deg up, 1.0 of umbral phase in a dark sky"
0937-08-24,937,,lunar,total,1.2702,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0939-07-19,939,5,solar,partial,0.651,Clonmacnoise,blind,,UT 07:52 at Armagh
0939-12-29,939,0,lunar,total,1.196,Clonmacnoise,blind,,"Moon 54.8 deg up, 1.0 of umbral phase in a dark sky"
0940-12-17,940,,lunar,total,1.2316,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0941-06-12,941,6,lunar,partial umbral,0.809,Clonmacnoise,blind,,"Moon 11.8 deg up, 1.0 of umbral phase in a dark sky"
0943-04-23,943,0,lunar,partial umbral,0.967,Clonmacnoise,blind,,"Moon 22.8 deg up, 1.0 of umbral phase in a dark sky"
0943-10-16,943,1,lunar,partial umbral,0.884,Clonmacnoise,blind,,"Moon 32.8 deg up, 1.0 of umbral phase in a dark sky"
0944-10-04,944,5,lunar,total,1.535,Armagh,blind,,"Moon 17.6 deg up, 0.4 of umbral phase in a dark sky"
0945-09-09,945,2,solar,partial,0.731,Iona,blind,,UT 05:56 at Armagh
0947-02-08,947,1,lunar,total,1.164,Clonmacnoise,blind,,"Moon 20.9 deg up, 0.52 of umbral phase in a dark sky"
0947-08-04,947,3,lunar,total,1.219,Clonmacnoise,blind,,"Moon 5.2 deg up, 0.04 of umbral phase in a dark sky"
0948-01-28,948,5,lunar,total,1.308,Clonmacnoise,blind,,"Moon 49.6 deg up, 1.0 of umbral phase in a dark sky"
0948-07-23,948,0,lunar,total,1.066,Clonmacnoise,blind,,"Moon 6.4 deg up, 0.08 of umbral phase in a dark sky"
0950-06-03,950,1,lunar,partial umbral,0.563,Clonmacnoise,blind,,"Moon 12.3 deg up, 1.0 of umbral phase in a dark sky"
0951-05-23,951,,lunar,total,1.8556,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0952-11-04,952,,lunar,partial umbral,0.2268,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0955-02-25,955,0,solar,partial,0.844,Iona,blind,,UT 07:26 at Armagh
0955-09-04,955,2,lunar,total,1.355,Clonmacnoise,blind,,"Moon 30.7 deg up, 1.0 of umbral phase in a dark sky"
0956-02-28,956,,lunar,partial umbral,0.0822,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0958-07-03,958,6,lunar,total,1.377,Clonmacnoise,blind,,"Moon 6.1 deg up, 0.08 of umbral phase in a dark sky"
0958-12-28,958,2,lunar,total,1.236,Clonmacnoise,blind,,"Moon 59.6 deg up, 1.0 of umbral phase in a dark sky"
0961-05-17,961,5,solar,partial,0.819,Bangor,blind,,UT 07:43 at Armagh
0962-04-22,962,,lunar,total,1.4726,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0962-10-16,962,4,lunar,total,1.576,Clonmacnoise,blind,,"Moon 46.1 deg up, 1.0 of umbral phase in a dark sky"
0963-04-11,963,,lunar,partial umbral,0.0483,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0963-10-05,963,1,lunar,partial umbral,0.329,Armagh,blind,,"Moon 17.2 deg up, 0.64 of umbral phase in a dark sky"
0964-03-16,964,3,solar,partial,0.764,Clonmacnoise,blind,,UT 18:43 at Armagh
0965-02-18,965,,lunar,total,1.1252,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0965-08-15,965,2,lunar,total,1.089,Clonmacnoise,blind,,"Moon 22.7 deg up, 1.0 of umbral phase in a dark sky"
0966-02-08,966,4,lunar,total,1.343,Clonmacnoise,blind,,"Moon 26.5 deg up, 0.72 of umbral phase in a dark sky"
0966-07-20,966,5,solar,partial,0.832,Iona,blind,,UT 17:16 at Armagh
0966-08-04,966,6,lunar,total,1.205,Clonmacnoise,blind,,"Moon 19.8 deg up, 1.0 of umbral phase in a dark sky"
0967-01-28,967,1,lunar,partial umbral,0.074,Clonmacnoise,blind,,"Moon 45.4 deg up, 1.0 of umbral phase in a dark sky"
0968-12-07,968,1,lunar,partial umbral,0.926,Armagh,blind,,"Moon 48.0 deg up, 1.0 of umbral phase in a dark sky"
0968-12-22,968,2,solar,deep partial,0.98,Clonmacnoise,blind,,UT 08:51 at Armagh
0969-06-03,969,4,lunar,total,1.801,Clonmacnoise,blind,,"Moon 12.9 deg up, 1.0 of umbral phase in a dark sky"
0969-11-26,969,5,lunar,total,1.459,Armagh,blind,,"Moon 43.0 deg up, 1.0 of umbral phase in a dark sky"
0970-05-08,970,0,solar,partial,0.6,Clonmacnoise,blind,,UT 05:01 at Armagh
0970-05-23,970,,lunar,partial umbral,0.5766,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0970-11-16,970,3,lunar,partial umbral,0.247,Clonmacnoise,blind,,"Moon 55.5 deg up, 1.0 of umbral phase in a dark sky"
0972-09-25,972,3,lunar,partial umbral,0.988,Armagh,blind,,"Moon 13.2 deg up, 0.32 of umbral phase in a dark sky"
0973-03-21,973,,lunar,total,1.4415,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0973-09-15,973,1,lunar,total,1.428,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 8.5 deg up, 0.16 of umbral phase in a dark sky"
0974-03-11,974,3,lunar,partial umbral,0.156,Clonmacnoise,blind,,"Moon 38.9 deg up, 1.0 of umbral phase in a dark sky"
0976-01-19,976,3,lunar,total,1.168,Clonmacnoise,blind,,"Moon 47.4 deg up, 1.0 of umbral phase in a dark sky"
0976-07-14,976,5,lunar,total,1.24,Clonmacnoise,blind,,"Moon 14.3 deg up, 0.64 of umbral phase in a dark sky"
0977-01-08,977,1,lunar,total,1.244,Clonmacnoise,blind,,"Moon 27.8 deg up, 0.72 of umbral phase in a dark sky"
0979-05-14,979,,lunar,partial umbral,0.7022,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0979-05-28,979,3,solar,partial,0.782,Iona,blind,,UT 16:19 at Armagh
0979-11-06,979,4,lunar,partial umbral,0.838,Clonmacnoise,blind,,"Moon 51.2 deg up, 1.0 of umbral phase in a dark sky"
0980-05-03,980,1,lunar,total,1.607,Clonmacnoise,blind,,"Moon 18.8 deg up, 1.0 of umbral phase in a dark sky"
0981-04-22,981,5,lunar,partial umbral,0.181,Clonmacnoise,blind,,"Moon 20.3 deg up, 1.0 of umbral phase in a dark sky"
0981-10-16,981,0,lunar,partial umbral,0.366,Clonmacnoise,blind,,"Moon 42.1 deg up, 1.0 of umbral phase in a dark sky"
0983-03-02,983,5,lunar,total,1.073,Clonmacnoise,blind,,"Moon 41.6 deg up, 1.0 of umbral phase in a dark sky"
0983-03-17,983,6,solar,partial,0.506,Iona,blind,,UT 11:54 at Armagh
0984-02-19,984,,lunar,total,1.3889,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0985-02-08,985,0,lunar,partial umbral,0.102,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 12.9 deg up, 0.84 of umbral phase in a dark sky"
0986-12-19,986,0,lunar,partial umbral,0.914,Clonmacnoise,blind,,"Moon 52.2 deg up, 1.0 of umbral phase in a dark sky"
0987-12-08,987,4,lunar,total,1.471,Clonmacnoise,blind,,"Moon 55.7 deg up, 1.0 of umbral phase in a dark sky"
0988-05-18,988,5,solar,partial,0.641,Iona,blind,,UT 13:02 at Armagh
0988-06-03,988,0,lunar,partial umbral,0.708,Clonmacnoise,blind,,"Moon 13.6 deg up, 1.0 of umbral phase in a dark sky"
0988-11-26,988,1,lunar,partial umbral,0.261,Iona,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 4.9 deg up, 0.08 of umbral phase in a dark sky"
0990-04-12,990,6,lunar,partial umbral,0.74,Clonmacnoise,blind,,"Moon 22.9 deg up, 0.96 of umbral phase in a dark sky"
0990-10-07,990,2,lunar,partial umbral,0.935,Clonmacnoise,blind,,"Moon 43.3 deg up, 1.0 of umbral phase in a dark sky"
0990-10-21,990,2,solar,partial,0.81,Iona,blind,,UT 09:46 at Armagh
0991-04-02,991,4,lunar,total,1.545,Clonmacnoise,blind,,"Moon 29.4 deg up, 1.0 of umbral phase in a dark sky"
0991-09-26,991,,lunar,total,1.4903,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0992-09-14,992,3,lunar,partial umbral,0.066,Armagh,blind,,"Moon 19.3 deg up, 1.0 of umbral phase in a dark sky"
0994-01-30,994,2,lunar,total,1.141,Clonmacnoise,blind,,"Moon 35.9 deg up, 1.0 of umbral phase in a dark sky"
0995-01-19,995,,lunar,total,1.261,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
0995-07-14,995,0,lunar,total,1.225,Clonmacnoise,blind,,"Moon 14.7 deg up, 0.88 of umbral phase in a dark sky"
0997-05-25,997,2,lunar,partial umbral,0.559,Clonmacnoise,blind,,"Moon 14.6 deg up, 1.0 of umbral phase in a dark sky"
0997-11-17,997,3,lunar,partial umbral,0.829,Clonmacnoise,blind,,"Moon 29.0 deg up, 0.92 of umbral phase in a dark sky"
0998-11-06,998,0,lunar,total,1.628,Armagh,blind,,"Moon 41.9 deg up, 1.0 of umbral phase in a dark sky"
1001-09-05,1001,,lunar,partial umbral,0.8609,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1002-03-01,1002,0,lunar,total,1.446,Clonmacnoise,blind,,"Moon 40.8 deg up, 1.0 of umbral phase in a dark sky"
1002-08-25,1002,,lunar,total,1.4522,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1003-08-14,1003,,lunar,partial umbral,0.1371,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1004-01-24,1004.0,1.0,solar,partial,0.0,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1004-07-04,1004,2,lunar,partial umbral,0.171,Clonmacnoise,blind,,"Moon 11.8 deg up, 1.0 of umbral phase in a dark sky"
1006-05-29,1006,3,solar,deep partial,0.982,Clonmacnoise,totality-in-ireland,umbral track 93.0 km from the island,UT 20:36 at Armagh
1006-12-07,1006,6,lunar,partial umbral,0.272,Iona,blind,,"Moon 16.3 deg up, 0.8 of umbral phase in a dark sky"
1008-04-23,1008,5,lunar,partial umbral,0.611,Clonmacnoise,blind,,"Moon 13.3 deg up, 0.44 of umbral phase in a dark sky"
1009-03-29,1009,2,solar,partial,0.568,Iona,blind,,UT 07:10 at Armagh
1009-10-06,1009,4,lunar,total,1.539,Clonmacnoise,blind,,"Moon 43.8 deg up, 1.0 of umbral phase in a dark sky"
1010-03-18,1010,6,solar,partial,0.772,Clonmacnoise,blind,,UT 17:01 at Armagh
1010-04-01,1010,,lunar,partial umbral,0.3398,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1010-09-26,1010,2,lunar,partial umbral,0.133,Clonmacnoise,blind,,"Moon 27.5 deg up, 1.0 of umbral phase in a dark sky"
1012-08-04,1012,,lunar,partial umbral,0.9897,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1013-01-14,1013,3,solar,partial,0.673,Iona,blind,,UT 11:15 at Armagh
1013-01-30,1013,5,lunar,total,1.285,Clonmacnoise,blind,,"Moon 52.5 deg up, 1.0 of umbral phase in a dark sky"
1014-07-14,1014,3,lunar,partial umbral,0.042,Clonmacnoise,blind,,"Moon 13.0 deg up, 1.0 of umbral phase in a dark sky"
1015-11-28,1015,,lunar,partial umbral,0.8228,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1016-11-17,1016,6,lunar,total,1.643,Clonmacnoise,blind,,"Moon 44.9 deg up, 1.0 of umbral phase in a dark sky"
1017-10-22,1017,2,solar,partial,0.575,Clonmacnoise,blind,,UT 13:13 at Armagh
1017-11-06,1017,3,lunar,partial umbral,0.412,Armagh,blind,,"Moon 42.0 deg up, 1.0 of umbral phase in a dark sky"
1019-03-23,1019,,lunar,partial umbral,0.932,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1019-09-16,1019,3,lunar,partial umbral,0.768,Clonmacnoise,blind,,"Moon 35.5 deg up, 1.0 of umbral phase in a dark sky"
1020-03-12,1020,6,lunar,total,1.516,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 6.4 deg up, 0.08 of umbral phase in a dark sky"
1020-08-21,1020,0,solar,partial,0.515,Iona,blind,,UT 15:58 at Armagh
1020-09-04,1020,0,lunar,total,1.558,Clonmacnoise,blind,,"Moon 31.7 deg up, 1.0 of umbral phase in a dark sky"
1021-03-01,1021,3,lunar,partial umbral,0.193,Clonmacnoise,blind,,"Moon 40.0 deg up, 1.0 of umbral phase in a dark sky"
1021-08-25,1021,5,lunar,partial umbral,0.25,Clonmacnoise,blind,,"Moon 24.0 deg up, 1.0 of umbral phase in a dark sky"
1023-01-09,1023,3,lunar,partial umbral,0.882,Armagh,blind,,"Moon 44.8 deg up, 1.0 of umbral phase in a dark sky"
1023-01-24,1023,4,solar,deep partial,0.998,Bangor,totality-in-ireland,umbral track 81.0 km from the island,UT 12:21 at Armagh
1023-07-06,1023,6,lunar,total,1.391,Clonmacnoise,blind,,"Moon 13.4 deg up, 1.0 of umbral phase in a dark sky"
1023-12-29,1023,0,lunar,total,1.495,Armagh,blind,,"Moon 45.9 deg up, 1.0 of umbral phase in a dark sky"
1024-12-18,1024,5,lunar,partial umbral,0.282,Clonmacnoise,blind,,"Moon 58.8 deg up, 1.0 of umbral phase in a dark sky"
1026-10-28,1026,5,lunar,partial umbral,0.86,Armagh,blind,,"Moon 34.5 deg up, 1.0 of umbral phase in a dark sky"
1027-10-18,1027,3,lunar,total,1.577,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 18.1 deg up, 0.44 of umbral phase in a dark sky"
1028-04-12,1028,5,lunar,partial umbral,0.449,Clonmacnoise,blind,,"Moon 26.0 deg up, 1.0 of umbral phase in a dark sky"
1030-02-20,1030,5,lunar,total,1.059,Clonmacnoise,blind,,"Moon 43.1 deg up, 1.0 of umbral phase in a dark sky"
1030-08-16,1030,0,lunar,partial umbral,0.881,Clonmacnoise,blind,,"Moon 24.2 deg up, 1.0 of umbral phase in a dark sky"
1030-08-31,1030,1,solar,partial,0.825,Iona,blind,,UT 14:06 at Armagh
1031-02-10,1031,3,lunar,total,1.321,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 17.2 deg up, 0.36 of umbral phase in a dark sky"
1033-06-29,1033,5,solar,partial,0.764,Clonmacnoise,blind,,UT 11:12 at Armagh
1033-12-08,1033,6,lunar,partial umbral,0.823,Clonmacnoise,blind,,"Moon 59.3 deg up, 1.0 of umbral phase in a dark sky"
1034-06-04,1034,2,lunar,total,1.627,Clonmacnoise,blind,,"Moon 9.0 deg up, 0.24 of umbral phase in a dark sky"
1034-11-28,1034,,lunar,total,1.6517,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1035-05-24,1035,6,lunar,partial umbral,0.633,Clonmacnoise,blind,,"Moon 12.1 deg up, 0.64 of umbral phase in a dark sky"
1035-11-18,1035,2,lunar,partial umbral,0.422,Clonmacnoise,blind,,"Moon 36.1 deg up, 1.0 of umbral phase in a dark sky"
1037-04-02,1037,6,lunar,partial umbral,0.845,Clonmacnoise,blind,,"Moon 28.9 deg up, 1.0 of umbral phase in a dark sky"
1037-04-18,1037,1,solar,deep partial,0.935,Iona,blind,,UT 09:05 at Armagh
1037-09-27,1037,2,lunar,partial umbral,0.687,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 12.3 deg up, 0.32 of umbral phase in a dark sky"
1038-03-23,1038,,lunar,total,1.598,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1038-09-16,1038,6,lunar,total,1.648,Clonmacnoise,blind,,"Moon 15.2 deg up, 0.32 of umbral phase in a dark sky"
1039-08-22,1039,3,solar,deep partial,0.928,Clonmacnoise,totality-in-ireland,umbral track 47.0 km from the island,UT 11:21 at Armagh
1041-01-20,1041,2,lunar,partial umbral,0.856,Clonmacnoise,blind,,"Moon 49.8 deg up, 1.0 of umbral phase in a dark sky"
1042-01-09,1042,6,lunar,total,1.513,Clonmacnoise,blind,,"Moon 52.4 deg up, 1.0 of umbral phase in a dark sky"
1042-07-05,1042,1,lunar,total,1.112,Clonmacnoise,blind,,"Moon 13.3 deg up, 0.6 of umbral phase in a dark sky"
1044-05-14,1044,,lunar,partial umbral,0.3263,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1044-11-08,1044,4,lunar,partial umbral,0.837,Clonmacnoise,blind,,"Moon 46.1 deg up, 1.0 of umbral phase in a dark sky"
1044-11-22,1044,4,solar,partial,0.88,Clonmacnoise,blind,,UT 09:55 at Armagh
1045-05-03,1045,5,lunar,total,1.784,Clonmacnoise,blind,,"Moon 15.9 deg up, 0.56 of umbral phase in a dark sky"
1045-10-28,1045,,lunar,total,1.6035,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1046-10-17,1046,5,lunar,partial umbral,0.233,Armagh,blind,,"Moon 24.5 deg up, 1.0 of umbral phase in a dark sky"
1048-03-03,1048,4,lunar,total,1.001,Clonmacnoise,blind,,"Moon 17.6 deg up, 0.48 of umbral phase in a dark sky"
1049-02-20,1049,,lunar,total,1.369,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1049-08-15,1049,2,lunar,total,1.58,Clonmacnoise,blind,,"Moon 22.4 deg up, 0.88 of umbral phase in a dark sky"
1050-02-09,1050,,lunar,partial umbral,0.0089,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1051-06-26,1051,,lunar,partial umbral,0.1121,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1051-12-20,1051,5,lunar,partial umbral,0.822,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 15.4 deg up, 0.44 of umbral phase in a dark sky"
1052-06-15,1052,1,lunar,total,1.467,Clonmacnoise,blind,,"Moon 11.7 deg up, 0.48 of umbral phase in a dark sky"
1052-06-29,1052,1,solar,partial,0.61,Iona,blind,,UT 05:09 at Armagh
1052-12-08,1052,2,lunar,total,1.658,Clonmacnoise,blind,,"Moon 59.6 deg up, 1.0 of umbral phase in a dark sky"
1053-06-04,1053,5,lunar,partial umbral,0.795,Clonmacnoise,blind,,"Moon 7.1 deg up, 0.16 of umbral phase in a dark sky"
1056-04-03,1056,3,lunar,total,1.691,Clonmacnoise,blind,,"Moon 28.1 deg up, 1.0 of umbral phase in a dark sky"
1057-09-15,1057,1,lunar,partial umbral,0.436,Armagh,blind,,"Moon 9.0 deg up, 0.16 of umbral phase in a dark sky"
1060-06-30,1060,5,solar,partial,0.506,Iona,blind,,UT 17:27 at Armagh
1060-07-16,1060,0,lunar,total,1.244,Clonmacnoise,local-if-recorded,"above the Irish horizon, below the Mediterranean one","Moon 6.1 deg up, 0.08 of umbral phase in a dark sky"
1061-01-08,1061,1,lunar,partial umbral,0.311,Armagh,blind,,"Moon 27.5 deg up, 1.0 of umbral phase in a dark sky"
1061-06-20,1061.0,3.0,solar,partial,0.0918,-,borrowed-if-recorded,"deep in the Mediterranean, effectively invisible from Ireland","Mediterranean magnitude high, Irish magnitude below 0.20"
1062-05-26,1062,0,lunar,partial umbral,0.176,Clonmacnoise,blind,,"Moon 13.1 deg up, 1.0 of umbral phase in a dark sky"
1063-05-15,1063,4,lunar,total,1.649,Clonmacnoise,blind,,"Moon 12.0 deg up, 0.36 of umbral phase in a dark sky"
1063-11-08,1063,6,lunar,total,1.623,Clonmacnoise,blind,,"Moon 54.7 deg up, 1.0 of umbral phase in a dark sky"
1064-04-19,1064,1,solar,deep partial,0.923,Iona,blind,,UT 13:32 at Armagh
1064-10-28,1064,4,lunar,partial umbral,0.265,Clonmacnoise,blind,,"Moon 45.5 deg up, 1.0 of umbral phase in a dark sky"
1066-09-06,1066,,lunar,partial umbral,0.6976,-,borrowed-if-recorded,not visible from Ireland; visible from the Mediterranean,below the Irish horizon throughout the umbral phase
1067-03-03,1067,6,lunar,total,1.431,Clonmacnoise,blind,,"Moon 40.5 deg up, 1.0 of umbral phase in a dark sky"
1067-08-27,1067,1,lunar,total,1.677,Clonmacnoise,blind,,"Moon 13.6 deg up, 0.36 of umbral phase in a dark sky"
1068-02-21,1068,4,lunar,partial umbral,0.063,Clonmacnoise,blind,,"Moon 45.8 deg up, 1.0 of umbral phase in a dark sky"
1068-08-15,1068,5,lunar,partial umbral,0.378,Clonmacnoise,blind,,"Moon 21.4 deg up, 1.0 of umbral phase in a dark sky"
1069-12-30,1069,3,lunar,partial umbral,0.822,Iona,blind,,"Moon 15.7 deg up, 0.52 of umbral phase in a dark sky"
1070-12-20,1070,1,lunar,total,1.662,Clonmacnoise,blind,,"Moon 26.6 deg up, 0.72 of umbral phase in a dark sky"
1071-12-09,1071,5,lunar,partial umbral,0.429,Clonmacnoise,blind,,"Moon 59.8 deg up, 1.0 of umbral phase in a dark sky"
1073-10-18,1073,5,lunar,partial umbral,0.565,Clonmacnoise,blind,,"Moon 45.9 deg up, 1.0 of umbral phase in a dark sky"
1074-10-07,1074,2,lunar,total,1.787,Clonmacnoise,blind,,"Moon 42.8 deg up, 1.0 of umbral phase in a dark sky"
1075-04-03,1075,5,lunar,partial umbral,0.421,Clonmacnoise,blind,,"Moon 27.3 deg up, 1.0 of umbral phase in a dark sky"
1075-09-27,1075,0,lunar,partial umbral,0.508,Clonmacnoise,blind,,"Moon 39.7 deg up, 1.0 of umbral phase in a dark sky"
1077-02-10,1077,5,lunar,partial umbral,0.776,Armagh,blind,,"Moon 30.8 deg up, 0.92 of umbral phase in a dark sky"
1077-02-25,1077,6,solar,partial,0.697,Iona,blind,,UT 14:29 at Armagh
1077-08-06,1077,0,lunar,total,1.013,Clonmacnoise,blind,,"Moon 20.3 deg up, 1.0 of umbral phase in a dark sky"
1078-01-30,1078,2,lunar,total,1.572,Armagh,blind,,"Moon 40.6 deg up, 1.0 of umbral phase in a dark sky"
